tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person,lowercase,tokenized
1440172824413364230,1305620191246798848,"@daniel_invest_ @kineyDE Nordische Länder, Schweiz, USA",de,2021-09-21 04:35:33+00:00,3,1384,137,52305,0,0,0,2022-05-07 11:20:23,0.0,P,"@daniel_invest_ @kineyde nordische länder, schweiz, usa","<user> <user> nordische länder, schweiz, usa"
1478262154709110786,460288171,"SWISS PREMARKET:

$SMI +0,56%
$SMIM +0,47%

$CFR +0,8% (broker call)
$LONN +0,9% (broker call)
$ROG +0,9% (broker call)

$BARN -0,4% (ex dividend)
$DAE +1,4% (broker call)

Most other shares also higher traded. No other movers seen so far.",en,2022-01-04 07:08:57+00:00,3,5123,297,21107,0,0,0,2022-05-07 11:20:23,0.0,E,"swiss premarket:

$smi +0,56%
$smim +0,47%

$cfr +0,8% (broker call)
$lonn +0,9% (broker call)
$rog +0,9% (broker call)

$barn -0,4% (ex dividend)
$dae +1,4% (broker call)

most other shares also higher traded. no other movers seen so far.",swiss premarket: $smi + <percent> $smim + <percent> $cfr + <percent> (broker call) $lonn + <percent> (broker call) $rog + <percent> (broker call) $barn - <percent> (ex dividend) $dae + <percent> (broker call) most other shares also higher traded. no other movers seen so far.
1404529379716239365,2371971960,"2/4 Die ""kleine Schweiz"" könne die Welt nicht retten. Wenn es aber um ""Widerstand"" gegen die EU geht, heisst es dann jeweils, wir seien die zehntgrösste Volkswirtschaft der Welt.",de,2021-06-14 20:01:13+00:00,6,215,359,3190,1,0,1,2022-05-07 11:20:23,-1.0,P,"2/4 die ""kleine schweiz"" könne die welt nicht retten. wenn es aber um ""widerstand"" gegen die eu geht, heisst es dann jeweils, wir seien die zehntgrösste volkswirtschaft der welt.","<number> / <number> die ""kleine schweiz"" könne die welt nicht retten. wenn es aber um ""widerstand"" gegen die eu geht, heisst es dann jeweils, wir seien die zehntgrösste volkswirtschaft der welt."
1475605912949772295,23411972,"@DebFilcman We're the Land of Lincoln and Grant, as well as the home of gospel music, American architecture and DeKalb Corn. Our GDP is larger than the country of Switzerland (5th largest in the nation), and Chicago is the most important city in the Midwest. All W's as far as I'm concerned",en,2021-12-27 23:13:59+00:00,29,3350,2399,26705,2,1,3,2022-05-07 11:20:23,0.0,E,"@debfilcman we're the land of lincoln and grant, as well as the home of gospel music, american architecture and dekalb corn. our gdp is larger than the country of switzerland (5th largest in the nation), and chicago is the most important city in the midwest. all w's as far as i'm concerned","<user> we're the land of lincoln and grant, as well as the home of gospel music, american architecture and dekalb corn. our gdp is larger than the country of switzerland (5th largest in the nation), and chicago is the most important city in the midwest. all w's as far as i'm concerned"
1420646339826814976,50640290,@GaryinScotland @theeyecollector Cars are the problem - invest in public/ mass transport (see Switzerland).,en,2021-07-29 07:24:16+00:00,3,521,425,28931,0,0,1,2022-05-07 11:20:23,0.0,T,@garyinscotland @theeyecollector cars are the problem - invest in public/ mass transport (see switzerland).,<user> <user> cars are the problem - invest in public/ mass transport (see switzerland).
1506927198942511106,1024287005058981888,"*SNB LEAVES POLICY RATE AT -0.75%; EST. -0.75%
quem pode pode !!!!! Swiss !!!!",en,2022-03-24 09:33:36+00:00,4,4880,820,7303,0,0,0,2022-05-07 11:20:23,0.0,E,"*snb leaves policy rate at -0.75%; est. -0.75%
quem pode pode !!!!! swiss !!!!",*snb leaves policy rate at - <percent> ; est. - <percent> quem pode pode !!!!! swiss !!!!
1495920852365463552,1058526288846053376,"If the markets sell off hard, gold is not immune to liquidation. Or is the market’s attention span as short as its memory? And a reminder as always, gold doesn’t perform well in higher interest rate environments. Gold’s thesis for rising has more holes than swiss cheese.",en,2022-02-22 00:38:18+00:00,13,5828,34,44452,1,1,7,2022-05-07 11:20:23,-1.0,E,"if the markets sell off hard, gold is not immune to liquidation. or is the market’s attention span as short as its memory? and a reminder as always, gold doesn’t perform well in higher interest rate environments. gold’s thesis for rising has more holes than swiss cheese.","if the markets sell off hard, gold is not immune to liquidation. or is the market’s attention span as short as its memory? and a reminder as always, gold doesn’t perform well in higher interest rate environments. gold’s thesis for rising has more holes than swiss cheese."
1514957328184979460,1413027896,"Inflation Rates...
Switzerland: 2.4%
Denmark: 5.4%
Canada: 5.7%
Sweden: 6.0%
UK: 6.2%
Eurozone: 7.5%
US: 8.5%

Central Bank Rates...
Switzerland: -0.75%
Denmark: -0.60%
Canada: 1.00%
Sweden: 0.00%
UK: 0.75%
Eurozone: -0.50%
US: 0.375%

Behind the curve.",en,2022-04-15 13:22:28+00:00,280,392527,120,24420,89,4,16,2022-05-07 11:20:23,0.0,E,"inflation rates...
switzerland: 2.4%
denmark: 5.4%
canada: 5.7%
sweden: 6.0%
uk: 6.2%
eurozone: 7.5%
us: 8.5%

central bank rates...
switzerland: -0.75%
denmark: -0.60%
canada: 1.00%
sweden: 0.00%
uk: 0.75%
eurozone: -0.50%
us: 0.375%

behind the curve.",inflation rates... switzerland: <percent> denmark: <percent> canada: <percent> sweden: <percent> uk: <percent> eurozone: <percent> us: <percent> central bank rates... switzerland: - <percent> denmark: - <percent> canada: <percent> sweden: <percent> uk: <percent> eurozone: - <percent> us: <percent> behind the curve.
1486976649862254593,1455607907320569861,"$doge is overrated 
$DFI is underrated 

Choose wisely where you want to invest your hard earned $$! Invest today and don't wait too long.

You can buy $DFI on @kucoincom, @DFX_Swiss or @cakedefi!",en,2022-01-28 08:17:14+00:00,4,34,48,1667,5,0,1,2022-05-07 11:20:23,0.0,E,"$doge is overrated 
$dfi is underrated 

choose wisely where you want to invest your hard earned $$! invest today and don't wait too long.

you can buy $dfi on @kucoincom, @dfx_swiss or @cakedefi!","$doge is overrated $dfi is underrated choose wisely where you want to invest your hard earned $$! invest today and don't wait too long. you can buy $dfi on <user> , <user> or <user> !"
1436434259753922561,1354600233506770945,"@UseTechForGood @LeilaniMunter Kudos to my swiss brethren for working on this - but even if cost comes down dramatically this is still misguided - it’s much more effective to avoid emission in the first place and invest in natural sequestration like trees, kelp, mangroves, peat bogs etc",en,2021-09-10 20:59:49+00:00,3,1732,3594,11832,0,0,2,2022-05-07 11:20:23,-1.0,T,"@usetechforgood @leilanimunter kudos to my swiss brethren for working on this - but even if cost comes down dramatically this is still misguided - it’s much more effective to avoid emission in the first place and invest in natural sequestration like trees, kelp, mangroves, peat bogs etc","<user> <user> kudos to my swiss brethren for working on this - but even if cost comes down dramatically this is still misguided - it’s much more effective to avoid emission in the first place and invest in natural sequestration like trees, kelp, mangroves, peat bogs etc"
1404511151870857218,1295410189265502209,"@SVPch Oh man 🤦🏻‍♂️jetzt kommen schon die roten Flächen, wie in den USA. Gebt doch einmal an wie viel Menschen wo wohnen und welche Flächen wie viel zum BIP in der Schweiz beitragen??",de,2021-06-14 18:48:47+00:00,5,13,134,926,0,0,0,2022-05-07 11:20:23,0.0,P,"@svpch oh man 🤦🏻‍♂️jetzt kommen schon die roten flächen, wie in den usa. gebt doch einmal an wie viel menschen wo wohnen und welche flächen wie viel zum bip in der schweiz beitragen??","<user> oh man 🤦🏻‍♂️jetzt kommen schon die roten flächen, wie in den usa. gebt doch einmal an wie viel menschen wo wohnen und welche flächen wie viel zum bip in der schweiz beitragen??"
1505881846894448649,1288742465294327810,"@Reuters After this the purpose of Swiss bank account will be closed forever for everyone. Switzerland's economy will be hit very hard, if foreign oligarchs start to distrust Swiss banks and withdraw their money.",en,2022-03-21 12:19:44+00:00,5,140,985,7088,0,0,1,2022-05-07 11:20:23,-1.0,E,"@reuters after this the purpose of swiss bank account will be closed forever for everyone. switzerland's economy will be hit very hard, if foreign oligarchs start to distrust swiss banks and withdraw their money.","<user> after this the purpose of swiss bank account will be closed forever for everyone. switzerland's economy will be hit very hard, if foreign oligarchs start to distrust swiss banks and withdraw their money."
1501300790148878339,1418811426,"@ShahidaQureshi5 @lmranRiazkhan_ @OfficialDGISPR (2) uneducated not aware of world politics &amp; jahil, so USA UK Switzerland France  et al wound their tails in their little fingers(at same time allowing them 2steal plunder their own country &amp; invest in theirs (double benefit 4 them as they then had them in their grips 2 use 4ever",en,2022-03-08 20:56:15+00:00,4,2063,2087,56793,2,0,0,2022-05-07 11:20:23,-1.0,E,"@shahidaqureshi5 @lmranriazkhan_ @officialdgispr (2) uneducated not aware of world politics &amp; jahil, so usa uk switzerland france  et al wound their tails in their little fingers(at same time allowing them 2steal plunder their own country &amp; invest in theirs (double benefit 4 them as they then had them in their grips 2 use 4ever","<user> <user> <user> ( <number> ) uneducated not aware of world politics &amp; jahil, so usa uk switzerland france et al wound their tails in their little fingers(at same time allowing them 2steal plunder their own country &amp; invest in theirs (double benefit <number> them as they then had them in their grips <number> use 4ever"
1488238339266420739,381696140,SNB'S CHAIRMAN JORDAN: I SEE NO SIGN OF A SWISS WAGE-PRICE CYCLE.,en,2022-01-31 19:50:44+00:00,5,151246,53,175502,0,0,0,2022-05-07 11:20:23,0.0,E,snb's chairman jordan: i see no sign of a swiss wage-price cycle.,snb's chairman jordan: i see no sign of a swiss wage-price cycle.
1468225445242056708,941993610366644224,"If money printing is good.

Why then Switzerland, the country who prints the least amount of fiat, is one of the richest countries in the world? And as a pure circumstance is very stable too.

#bitcoin fixes the inflation scam!",en,2021-12-07 14:26:39+00:00,5,1292,393,27089,2,0,0,2022-05-07 11:20:23,1.0,T,"if money printing is good.

why then switzerland, the country who prints the least amount of fiat, is one of the richest countries in the world? and as a pure circumstance is very stable too.

#bitcoin fixes the inflation scam!","if money printing is good. why then switzerland, the country who prints the least amount of fiat, is one of the richest countries in the world? and as a pure circumstance is very stable too. bitcoin fixes the inflation scam!"
1496629372350078987,238752714,Und mit der Währung sind sie auch schon weiter. 🤮 Genau so wie die Schweiz. Zwei zu Unrecht gelobte Länder!,de,2022-02-23 23:33:43+00:00,26,14078,12497,51018,5,0,3,2022-05-07 11:20:23,-1.0,P,und mit der währung sind sie auch schon weiter. 🤮 genau so wie die schweiz. zwei zu unrecht gelobte länder!,und mit der währung sind sie auch schon weiter. 🤮 genau so wie die schweiz. zwei zu unrecht gelobte länder!
1516980784959488001,703036874256822272,"@BenPhillips_ANU bUt iF yOu tAx rEsOuRcEs tHeY'lL iNvEsT iN oThEr cOuNtRiEs!

Like low taxing Ireland or Switzerland. The iron ore miners will just move there.",en,2022-04-21 03:22:57+00:00,10,231,832,6196,1,0,1,2022-05-07 11:20:23,-1.0,P_T_E,"@benphillips_anu but if you tax resources they'll invest in other countries!

like low taxing ireland or switzerland. the iron ore miners will just move there.",<user> but if you tax resources they'll invest in other countries! like low taxing ireland or switzerland. the iron ore miners will just move there.
1504014241749209093,467463940,"Trotz stark steigender Inflation rechnen die CS-Ökonomen nicht damit, dass die SNB die Zinsen in der Schweiz noch in diesem Jahr erhöht. ""Die erste Zinserhöhung ist für Mitte 2023 zu erwarten"".",de,2022-03-16 08:38:33+00:00,3,25716,3795,49374,2,0,0,2022-05-07 11:20:23,0.0,P,"trotz stark steigender inflation rechnen die cs-ökonomen nicht damit, dass die snb die zinsen in der schweiz noch in diesem jahr erhöht. ""die erste zinserhöhung ist für mitte 2023 zu erwarten"".","trotz stark steigender inflation rechnen die cs-ökonomen nicht damit, dass die snb die zinsen in der schweiz noch in diesem jahr erhöht. ""die erste zinserhöhung ist für mitte <number> zu erwarten""."
1473243651430096898,907903963244228608,"we can't be having a conversation like you and me are sitting in a swiss canton somewhere overlooking the alps. lastma just removed my key from the ignition at costain and are asking for ₦30,000 or else... and you are talking to me about “tax-to-GDP ratio,” please don't be crazy",en,2021-12-21 10:47:12+00:00,14,1491,349,5724,10,2,1,2022-05-07 11:20:23,0.0,E,"we can't be having a conversation like you and me are sitting in a swiss canton somewhere overlooking the alps. lastma just removed my key from the ignition at costain and are asking for ₦30,000 or else... and you are talking to me about “tax-to-gdp ratio,” please don't be crazy","we can't be having a conversation like you and me are sitting in a swiss canton somewhere overlooking the alps. lastma just removed my key from the ignition at costain and are asking for ₦ <number> or else... and you are talking to me about “tax-to-gdp ratio,” please don't be crazy"
1453619338657808386,243318995,"BOJ GOV KURODA: CURRENT YEN WEAKNESS IS POSITIVE FOR ECONOMY

- Swiss one?",en,2021-10-28 07:07:11+00:00,7,209855,187,129345,1,1,0,2022-05-07 11:20:23,1.0,T,"boj gov kuroda: current yen weakness is positive for economy

- swiss one?",boj gov kuroda: current yen weakness is positive for economy - swiss one?
1493149884349919245,452549107,"Insgesamt haben die #Sozialausgaben in der Schweiz im Jahr 2020 rund 29% des Bruttoninlandprodukts #BIP ausgemacht. Dies wiederum ist weniger als in den Nachbarländern Frankreich (35%), Italien (33%) und Deutschland (32%). (3/3)",de,2022-02-14 09:07:28+00:00,3,2136,257,4335,2,0,0,2022-05-07 11:20:23,0.0,P,"insgesamt haben die #sozialausgaben in der schweiz im jahr 2020 rund 29% des bruttoninlandprodukts #bip ausgemacht. dies wiederum ist weniger als in den nachbarländern frankreich (35%), italien (33%) und deutschland (32%). (3/3)","insgesamt haben die sozialausgaben in der schweiz im jahr <number> rund <percent> des bruttoninlandprodukts bip ausgemacht. dies wiederum ist weniger als in den nachbarländern frankreich ( <percent> ), italien ( <percent> ) und deutschland ( <percent> ). ( <number> / <number> )"
1498531473724424193,113616426,"@srfnews Aber ehrlich gesagt wäre es mir lieber, die Schweiz würde jetzt sehr viel Gelder in die Unterstützung der Ukraine zu investieren, denn was #Putin als Angreifer nun zusätzlich auf den Weg schickt, ist enorm. Fällt die #Ukraine, fällt die #Demokratie und siegt der Diktator!",de,2022-03-01 05:31:59+00:00,5,3395,2469,10658,1,0,2,2022-05-07 11:20:23,0.0,P,"@srfnews aber ehrlich gesagt wäre es mir lieber, die schweiz würde jetzt sehr viel gelder in die unterstützung der ukraine zu investieren, denn was #putin als angreifer nun zusätzlich auf den weg schickt, ist enorm. fällt die #ukraine, fällt die #demokratie und siegt der diktator!","<user> aber ehrlich gesagt wäre es mir lieber, die schweiz würde jetzt sehr viel gelder in die unterstützung der ukraine zu investieren, denn was put in als angreifer nun zusätzlich auf den weg schickt, ist enorm. fällt die ukraine, fällt die dem okra tie und siegt der diktator!"
1398624592290213891,1305807848626991104,"@sakshijoshii @amitmalviya can you survive on Twitter without mentioning Paxtan, RaGa, Muzlims, Tool kit (the new buzz word).

Not a single Indian saw you ever talking about jobs, economy, kaala dhan, Swiss Bank accounts, 100 smart cities? Which Indian king made these promises?",en,2021-05-29 12:57:42+00:00,3,568,202,10562,2,0,0,2022-05-07 11:20:23,0.0,P,"@sakshijoshii @amitmalviya can you survive on twitter without mentioning paxtan, raga, muzlims, tool kit (the new buzz word).

not a single indian saw you ever talking about jobs, economy, kaala dhan, swiss bank accounts, 100 smart cities? which indian king made these promises?","<user> <user> can you survive on twitter without mentioning paxtan, raga, muzlims, tool kit (the new buzz word). not a single indian saw you ever talking about jobs, economy, kaala dhan, swiss bank accounts, <number> smart cities? which indian king made these promises?"
1519036225486794754,291911727,"@Owoblow861 @Beymegz @sportfanarenaHQ @PoojaMedia He saved money, not invest. He didn't put it in his personal account. He didn't put it in a bullion van and share it on election eve. He didn't dig a well in his house and bury it there. He didn't put it in a Swiss bank He saved it. It still belongs to Anambra state. Another one?",en,2022-04-26 19:30:33+00:00,8,1996,4227,11805,0,0,1,2022-05-07 11:20:23,-1.0,P_T_E,"@owoblow861 @beymegz @sportfanarenahq @poojamedia he saved money, not invest. he didn't put it in his personal account. he didn't put it in a bullion van and share it on election eve. he didn't dig a well in his house and bury it there. he didn't put it in a swiss bank he saved it. it still belongs to anambra state. another one?","<user> <user> <user> <user> he saved money, not invest. he didn't put it in his personal account. he didn't put it in a bullion van and share it on election eve. he didn't dig a well in his house and bury it there. he didn't put it in a swiss bank he saved it. it still belongs to anambra state. another one?"
1405227578160521217,3970897587,"@insertefrase @PeterMcCormack Switzerland has a sovereign currency which is the Swiss franc.
It is a strong currency and controlled by the Federal Bank to support the Swiss economy which is also very strong.",en,2021-06-16 18:15:37+00:00,5,2432,1972,6672,0,0,2,2022-05-07 11:20:23,1.0,P,"@insertefrase @petermccormack switzerland has a sovereign currency which is the swiss franc.
it is a strong currency and controlled by the federal bank to support the swiss economy which is also very strong.",<user> <user> switzerland has a sovereign currency which is the swiss franc. it is a strong currency and controlled by the federal bank to support the swiss economy which is also very strong.
1496636855366078466,1247876839,"Texas has embraced #Bitcoin

Its GDP is bigger than:

- Spain 🇪🇸
- Russia 🇷🇺
- Mexico 🇲🇽
- Canada 🇨🇦
- Thailand 🇹🇭
- Australia 🇦🇺
- Indonesia 🇮🇩
- Switzerland 🇨🇭
- South Korea 🇰🇷
- Saudi Arabia 🇸🇦",en,2022-02-24 00:03:27+00:00,14,1265,72,330,2,0,0,2022-05-07 11:20:23,0.0,E,"texas has embraced #bitcoin

its gdp is bigger than:

- spain 🇪🇸
- russia 🇷🇺
- mexico 🇲🇽
- canada 🇨🇦
- thailand 🇹🇭
- australia 🇦🇺
- indonesia 🇮🇩
- switzerland 🇨🇭
- south korea 🇰🇷
- saudi arabia 🇸🇦",texas has embraced bitcoin its gdp is bigger than: - spain 🇪🇸 - russia 🇷🇺 - mexico 🇲🇽 - canada 🇨🇦 - thailand 🇹🇭 - australia 🇦🇺 - indonesia 🇮🇩 - switzerland 🇨🇭 - south korea 🇰🇷 - saudi arabia 🇸🇦
1500756631004536835,28366310,"- CHF appreciation also reflects the inflation difference between Switzerland and other countries, inflation abroad is significantly stronger than in Switzerland

- CHF continues to be highly valued",en,2022-03-07 08:53:58+00:00,6,144533,63,380720,2,0,2,2022-05-07 11:20:23,1.0,E,"- chf appreciation also reflects the inflation difference between switzerland and other countries, inflation abroad is significantly stronger than in switzerland

- chf continues to be highly valued","- chf appreciation also reflects the inflation difference between switzerland and other countries, inflation abroad is significantly stronger than in switzerland - chf continues to be highly valued"
1468843160520597510,1264873132344606720,"@sjtrades8 @Bluesky14889259 $ALBT is bigger than almost all cryptoprojects

$ALBT - Parnered with the oldest stock exchange in the world ($5T mcap), in talks with the second largest stock exhcange (NASDAQ, $30T mcap), and now they have access to top Swiss banks through OpenWealth API.",en,2021-12-09 07:21:13+00:00,8,1717,1385,11473,1,0,1,2022-05-07 11:20:23,1.0,E,"@sjtrades8 @bluesky14889259 $albt is bigger than almost all cryptoprojects

$albt - parnered with the oldest stock exchange in the world ($5t mcap), in talks with the second largest stock exhcange (nasdaq, $30t mcap), and now they have access to top swiss banks through openwealth api.","<user> <user> $albt is bigger than almost all cryptoprojects $albt - parnered with the oldest stock exchange in the world ( <money> t mcap), in talks with the second largest stock exhcange (nasdaq, <money> t mcap), and now they have access to top swiss banks through openwealth api."
1511094373404098569,4184841867,"@SVPch Da kann man investieren so viel man will. Wenn eine Alianz gegen die Schweiz kämpfen will, nützt alles nichts. Zusammenarbeit mit Nato/EU wäre schon eine bessere Lösung. Aber dafür ist die SVP zu doof! Lieber selber Pänzerlä und Flügärlä, gälläd!",de,2022-04-04 21:32:28+00:00,4,11,83,1032,0,0,0,2022-05-07 11:20:23,-1.0,P,"@svpch da kann man investieren so viel man will. wenn eine alianz gegen die schweiz kämpfen will, nützt alles nichts. zusammenarbeit mit nato/eu wäre schon eine bessere lösung. aber dafür ist die svp zu doof! lieber selber pänzerlä und flügärlä, gälläd!","<user> da kann man investieren so viel man will. wenn eine alianz gegen die schweiz kämpfen will, nützt alles nichts. zusammenarbeit mit nato/eu wäre schon eine bessere lösung. aber dafür ist die svp zu doof! lieber selber pänzerlä und flügärlä, gälläd!"
1402847562709700615,2302516388,"Real Central Bank Rates (rate minus inflation)...
Poland: -4.7%
Brazil: -4.6%
Saudi Arabia: -4.3%
US: -4.1%
Canada: -3.2%
Chile: -3.1%
Norway: -3.0%
Malaysia: -3.0%
Philippines: -2.5%
Eurozone: -2.5%
S. Korea: -2.1%
Mexico: -1.9%
UK: -1.4%
Swiss: -1.4%
Russia: -1.0%
India: -0.3%",en,2021-06-10 04:38:17+00:00,3,165,479,904,1,0,1,2022-05-07 11:20:23,0.0,P,"real central bank rates (rate minus inflation)...
poland: -4.7%
brazil: -4.6%
saudi arabia: -4.3%
us: -4.1%
canada: -3.2%
chile: -3.1%
norway: -3.0%
malaysia: -3.0%
philippines: -2.5%
eurozone: -2.5%
s. korea: -2.1%
mexico: -1.9%
uk: -1.4%
swiss: -1.4%
russia: -1.0%
india: -0.3%",real central bank rates (rate minus inflation)... poland: - <percent> brazil: - <percent> saudi arabia: - <percent> us: - <percent> canada: - <percent> chile: - <percent> norway: - <percent> malaysia: - <percent> philippines: - <percent> eurozone: - <percent> s. korea: - <percent> mexico: - <percent> uk: - <percent> swiss: - <percent> russia: - <percent> india: - <percent>
1497913735196790789,2418148171,"EU-Luftraum für Schweizer Flugzeuge sperren! JETZT! Russland muss daran gehindert werden Devisen und Gold in die Schweiz auszufliegen!

Handeln Sie, @Bundeskanzler @PLinSwitzerland @botschaftbern @LettlandinDE @BotschaftEstBer @LTembassyDE @CzechEmbassyCH!
#SanctionSwitzerland",de,2022-02-27 12:37:19+00:00,32,545,548,7248,8,1,0,2022-05-07 11:20:23,0.0,P,"eu-luftraum für schweizer flugzeuge sperren! jetzt! russland muss daran gehindert werden devisen und gold in die schweiz auszufliegen!

handeln sie, @bundeskanzler @plinswitzerland @botschaftbern @lettlandinde @botschaftestber @ltembassyde @czechembassych!
#sanctionswitzerland","eu-luftraum für schweizer flugzeuge sperren! jetzt! russland muss daran gehindert werden devisen und gold in die schweiz auszufliegen! handeln sie, <user> <user> <user> <user> <user> <user> <user> ! sanction switzerland"
1500868162493034496,2578457970,"In US dollar terms, the Russian economy has fallen from 11th largest to 20th in one month. From roughly the GDP of South Korea to about that of Switzerland.",en,2022-03-07 16:17:09+00:00,9,47824,48326,6928,3,1,0,2022-05-07 11:20:23,-1.0,E,"in us dollar terms, the russian economy has fallen from 11th largest to 20th in one month. from roughly the gdp of south korea to about that of switzerland.","in us dollar terms, the russian economy has fallen from 11th largest to 20th in one month. from roughly the gdp of south korea to about that of switzerland."
1520094429549375489,1506625115324395520,"Pundits in recent times have speculated that countries will soon adopt Bitcoin as a reserve currency. However, speaking at a meeting, the head of the Swiss National Bank (SNB) has said the asset does not currently fit the provisions of a reserve currency.

#CryptoNews #dgcryptotv",en,2022-04-29 17:35:28+00:00,6,166,56,407,1,0,0,2022-05-07 11:20:23,0.0,,"pundits in recent times have speculated that countries will soon adopt bitcoin as a reserve currency. however, speaking at a meeting, the head of the swiss national bank (snb) has said the asset does not currently fit the provisions of a reserve currency.

#cryptonews #dgcryptotv","pundits in recent times have speculated that countries will soon adopt bitcoin as a reserve currency. however, speaking at a meeting, the head of the swiss national bank (snb) has said the asset does not currently fit the provisions of a reserve currency. crypto news dg crypto tv"
1432690605960929284,16142119,"@thlang @tx_group Und dann nennt sich so etwas Digitalstrategie. Es ist eine klassische M&amp;A- und Marktdominanzstrategie von Manager, die nur reife Märkte kennen. Und genau diese Manager sitzen dann in irgendwelchen Lobbyclubs, die behaupten Digitalisierung in die Schweiz voranzutreiben. 5/",de,2021-08-31 13:03:53+00:00,4,981,1060,4672,0,0,2,2022-05-07 11:20:23,0.0,P,"@thlang @tx_group und dann nennt sich so etwas digitalstrategie. es ist eine klassische m&amp;a- und marktdominanzstrategie von manager, die nur reife märkte kennen. und genau diese manager sitzen dann in irgendwelchen lobbyclubs, die behaupten digitalisierung in die schweiz voranzutreiben. 5/","<user> <user> und dann nennt sich so etwas digitalstrategie. es ist eine klassische m&amp;a- und marktdominanzstrategie von manager, die nur reife märkte kennen. und genau diese manager sitzen dann in irgendwelchen lobbyclubs, die behaupten digitalisierung in die schweiz voranzutreiben. <number> /"
1404768789078626308,471053400,"Nornickel's Global Palladium Fund launches its 4 physically-backed metal Exchange Traded Commodities  on the Swiss Stock Exchange. Total expense ratios range from 0.145% to 0.20%. ETCs track spot #gold, #silver, #platinum &amp; #palladium",en,2021-06-15 11:52:33+00:00,5,7458,272,13293,2,0,0,2022-05-07 11:20:23,0.0,P,"nornickel's global palladium fund launches its 4 physically-backed metal exchange traded commodities  on the swiss stock exchange. total expense ratios range from 0.145% to 0.20%. etcs track spot #gold, #silver, #platinum &amp; #palladium","nornickel's global palladium fund launches its <number> physically-backed metal exchange traded commodities on the swiss stock exchange. total expense ratios range from <percent> to <percent> . etcs track spot gold, silver, platinum &amp; palladium"
1424478794576977921,1157325489050214400,"@ilovetariffs @GoldTelegraph_ They buy 80% govt bonds &amp; 20% global index-weighed stocks.
As a Swiss, I'd prefer the SNB put what are our savings into a higher share of real assets. But they need to remain liquid at all times for free convertibility of the CHF/free flow of capital. Which dictates more bonds.",en,2021-08-08 21:13:04+00:00,4,60,124,2021,0,0,0,2022-05-07 11:20:23,-1.0,T,"@ilovetariffs @goldtelegraph_ they buy 80% govt bonds &amp; 20% global index-weighed stocks.
as a swiss, i'd prefer the snb put what are our savings into a higher share of real assets. but they need to remain liquid at all times for free convertibility of the chf/free flow of capital. which dictates more bonds.","<user> <user> they buy <percent> govt bonds &amp; <percent> global index-weighed stocks. as a swiss, i'd prefer the snb put what are our savings into a higher share of real assets. but they need to remain liquid at all times for free convertibility of the chf/free flow of capital. which dictates more bonds."
1433323850444513280,381696140,"SWISS GDP QOQ ACTUAL 1.8% (FORECAST 1.9%, PREVIOUS -0.5%) $MACRO",en,2021-09-02 07:00:10+00:00,3,151246,53,175502,3,0,0,2022-05-07 11:20:23,0.0,T,"swiss gdp qoq actual 1.8% (forecast 1.9%, previous -0.5%) $macro","swiss gdp qoq actual <percent> (forecast <percent> , previous - <percent> ) $macro"
1495453981425950726,808089450,"@dubmusik @dumonster16 @USMNT You have to add some context to these numbers. The average level of the Swiss league has an SPI that’s 0.37 lower than MLS, so basically no drop off. Also, Young Boys are rated higher than anyone in MLS, and they get to play in European competitions.",en,2022-02-20 17:43:08+00:00,3,292,646,2710,0,0,0,2022-05-07 11:20:23,0.0,E,"@dubmusik @dumonster16 @usmnt you have to add some context to these numbers. the average level of the swiss league has an spi that’s 0.37 lower than mls, so basically no drop off. also, young boys are rated higher than anyone in mls, and they get to play in european competitions.","<user> <user> <user> you have to add some context to these numbers. the average level of the swiss league has an spi that’s <number> lower than mls, so basically no drop off. also, young boys are rated higher than anyone in mls, and they get to play in european competitions."
1499657208702939137,1381562767254159364,"@SNB_BNS Swiss National Bank is Member of @OneworldUnited Government Central Bank Digital World . #digitalworldbank .
@OneworldUnited Organization is Owner Of World's 99 Digital Curruncies And Founder Owner of OneWorld Government Central Bank .
And Owner of World's 99 Social Media Google.",en,2022-03-04 08:05:15+00:00,4,55,227,257,1,0,0,2022-05-07 11:20:23,0.0,E,"@snb_bns swiss national bank is member of @oneworldunited government central bank digital world . #digitalworldbank .
@oneworldunited organization is owner of world's 99 digital curruncies and founder owner of oneworld government central bank .
and owner of world's 99 social media google.",<user> swiss national bank is member of <user> government central bank digital world . digital world bank . <user> organization is owner of world's <number> digital curruncies and founder owner of oneworld government central bank . and owner of world's <number> social media google.
1431604738332651522,913919035,"Canadian dollar (CAD), British pound (GBP), Swedish krona (SEK), and Swiss franc (CHF).

The above write up is available on the net for free. But how to interpret the value to dollar index vis a vis our market is something which is of utmost importance.",en,2021-08-28 13:09:02+00:00,3,91787,28,7845,0,0,1,2022-05-07 11:20:23,0.0,T,"canadian dollar (cad), british pound (gbp), swedish krona (sek), and swiss franc (chf).

the above write up is available on the net for free. but how to interpret the value to dollar index vis a vis our market is something which is of utmost importance.","canadian dollar (cad), british pound (gbp), swedish krona (sek), and swiss franc (chf). the above write up is available on the net for free. but how to interpret the value to dollar index vis a vis our market is something which is of utmost importance."
