,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time
6981,1422502156574265372,1396060113220378626,"@HeiriNiklaus @ZStadtfux @andrisilbi_ Die besitzen Flugzeuge, Helikoper usw.
Wenn diese die Schweiz verlassen, dann hat niemand etwas davon. Fragen Sie sich auch weshalb wir in der Schweiz attraktiv sind für diese Personen u.a. auch wegen den Steuern, unserer eigenen Währung und das wir nicht in der EU sind!",de,2021-08-03 10:18:37+00:00,0,1262,5002,13063,0,0,0,2022-05-07 11:06:56
6980,1422514585941196800,1302324702048903168,"@veronica_humble @RobinWigg 1/4 Remember when the Swiss peg broke? A few days before, the SNB called a big dealer and asked - why the hell r u guys buying every Swissie in sight? The dealer figures out that ALL the buys r coming from one large Asian corporate Treasury. Thei CIO is simply punting - in size…",en,2021-08-03 11:08:00+00:00,1,243,241,5398,0,0,3,2022-05-07 11:06:56
6979,1422514991614337045,313194601,"@Spinchange @denisbloodnok @ajkavanagh Sure I trust in #Bitcoin otherwise I wouldn't store my wealth in it.

I also trust in my local currency (Swiss Francs) as a means of payment, but having to pay a negative interest rate of -0.75%, I don't trust in it as a store of value anymore.",en,2021-08-03 11:09:37+00:00,0,673,584,11391,0,0,1,2022-05-07 11:06:56
6978,1422545905408950313,2659183050,"@IronEconomist so spain and switzerland aren't on the technological frontier, and australia has almost 2x spain per capita gdp while having 10M less people with the same technology and industrial development but australia would be far richer per capita than the USA if it allowed 50M immigrants?",en,2021-08-03 13:12:28+00:00,0,5478,815,170805,0,0,2,2022-05-07 11:06:56
6977,1422550092876324870,2560632538,"@schwarz @doctorow @Brian_Faler @JAscholtes This is over a decade correct? 
So a total misrepresentation, Spain, Australia, and Switzerland combined GDP is close to 3.5 Trillion a year, also I never see these comparisons made about Military spending.",en,2021-08-03 13:29:06+00:00,4,877,1842,53740,0,0,0,2022-05-07 11:06:56
6976,1422571964212912136,269280047,@wmiddelkoop Now you know what your fiat money is worth😬 maybe invest in some Swiss cattle? Garaunteed return.,en,2021-08-03 14:56:01+00:00,0,458,265,5165,0,0,0,2022-05-07 11:06:56
6975,1422588974833471491,18748285,"Also, @tennbrian1, if that is your real name.

NYC's GDP is 1.7 trillion dollars.  There are ten countries on earth that are higher.  If half of that business went elsewhere, that would drop to 18th, a little bigger than Switzerland.

NYC will be fine, thanks for worrying.",en,2021-08-03 16:03:36+00:00,1,4541,1057,58742,0,0,2,2022-05-07 11:06:56
6974,1422601201611202560,1125212784424153088,"@schwarz @Brian_Faler @JAscholtes The $8+ trillion per decade military budget is a sum so massive it would eclipse twice the GDP of Spain, Australia and Switzerland combined. This sentence would never get past an editor.",en,2021-08-03 16:52:11+00:00,0,272,973,15235,0,0,0,2022-05-07 11:06:56
6973,1422604331342176258,1407122573393989656,"@Cointelegraph @BenjaminPirus While I personally wouldn't let go of my #Bitcoin for a Turkey Ranch and Swiss, it is bullish to at least see that adoption is occurring in locations big and small. 

Hopefully, as people check out, they'll see #BTC and be inspired to look into it and later invest.",en,2021-08-03 17:04:37+00:00,1,121,370,1113,0,0,1,2022-05-07 11:06:56
6972,1422646994959577098,1157255626675949568,"@transformatik @c_lindner Die Rechnung greift viel zu kurz, denn nur für ein zukünftiges funktionierendes Bahnsytem wird min. eine Pro Kopf Investition wie in der Schweiz benötigt. Auf die BRD hochgerechnet sind das 600 Mrd. € in den kommenden 10 Jahren. Eine Reform des Planungsrechts ist auch notwendig.",de,2021-08-03 19:54:09+00:00,0,60,44,7177,0,0,0,2022-05-07 11:06:56
6971,1422650169682800648,881093905894305792,"@simply_aviation Accidentally voted for Flydubai and I approve of my accidental voting. You’ve already posted a video about the EgyptAir 787 and a Swiss A330 is just boring and not worthy of any space on your memory card, but I don’t think I’ve seen an FZ Max review in Economy yet.",en,2021-08-03 20:06:46+00:00,1,991,338,25332,0,0,0,2022-05-07 11:06:56
6970,1422660814662733832,1324919674077843457,"$SMI #VAMP for the next session: 
Upper: $12243.9901 (+0.4923%)
Lower: $11894.885 (-2.3729%)
Momentum: $11281.5931
#DDAP $EWL #SWITZERLAND",en,2021-08-03 20:49:04+00:00,0,1380,218,8090,0,0,0,2022-05-07 11:06:56
6969,1422696741325852672,1336151654580645889,"@mattyglesias @delong They can't even get their sums right.  The Spanish, Swiss, Australian axis has a combined GDP of around $3.8 trillion US.",en,2021-08-03 23:11:50+00:00,0,42,0,2119,0,0,0,2022-05-07 11:06:56
6968,1422719572927385601,405261961,"@PanickarS @OmarAbdullah Some idiots are scared to do press conference  bcz they r scared of numbers,ppl said manmohn was a weak pm, but he was scared of press, and also no fake promises,
 petrol price, rupe value, gdp, 120 smart city,black money from swiss..... 😂😂😂",en,2021-08-04 00:42:33+00:00,1,0,109,196,0,0,0,2022-05-07 11:06:56
6967,1422722070559997955,3085472923,PLEASE INVESTIGATE AND FREEZE ALL CORRUPT LEBANESE POLITICIANS ACCOUNTS IN SWISS BANKS! WE NEED SOME SORT OF JUSTICE FOR LEBANON🇱🇧 PLEASE HELP US @SNB_BNS_en,en,2021-08-04 00:52:29+00:00,3,2587,709,31588,1,0,1,2022-05-07 11:06:56
6966,1422766827210477569,331624645,Good Morning Switzerland – Indikation Indication SMI +45 / DAX +36,en,2021-08-04 03:50:19+00:00,0,3244,3810,81800,0,0,0,2022-05-07 11:06:56
6965,1422800404509769728,460288171,"VORBÖRSE SCHWEIZ:

$SMI +0,25%
$SMIM +0,19%

$NOVN +0,4% (Produktnews)
$ROG +0,4% (Softbank Gerücht)

$FORN +0,7% (Kurszielerhöh.)
$GAM +1,4% (Zahlen)
$SOON +0,2% (Heraufstufung)
$VATN +0,4% (Zahlen)

Übrige Aktien gut gehalten gestellt.",de,2021-08-04 06:03:45+00:00,0,5123,297,21107,0,0,0,2022-05-07 11:06:56
6964,1422800587247300613,460288171,"SWISS PREMARKET:

$SMI +0,25%
$SMIM +0,19%

$NOVN +0,4% (productnews)
$ROG +0,4% (Softbank rumour)

$FORN +0,7% (broker calls)
$GAM +1,4% (earnings)
$SOON +0,2% (broker call)
$VATN +0,4% (earnings)

Most other shares somewhat higher traded so far.",en,2021-08-04 06:04:29+00:00,2,5123,297,21107,0,0,0,2022-05-07 11:06:56
6963,1422917313183977473,1176213997051351043,@JusoSchweiz @ZSichern @FDP_Liberalen @SVPch @Mitte_Centre @grunliberale @economiesuisse @SFB_CH @dgt_switzerland Mit dieser Initiative investieren weniger Menschen in Aktien und die Schweiz wird Jobs verlieren daher ist diese Initiative ein Angriff auf den Mittelstand,de,2021-08-04 13:48:18+00:00,1,31,135,74,0,0,0,2022-05-07 11:06:56
6962,1422941816232480768,98977624,"Trudeau &amp; Freeland spending like drunken sailors!

Canada's Growth in Government Debt/GDP was fastest among all developed countries except USA (incl NZ, UK, Australia, France, Belgium, Korea, Finland, Netherlands, Germany Denmark, Sweden, China, Switzerland Taiwan).",en,2021-08-04 15:25:40+00:00,8,303,77,12600,10,0,0,2022-05-07 11:06:56
6961,1422949266960490500,122371705,"@TVMohandasPai @ARanganathan72 @republic @anuraag_saxena @avm_pranaysinha @vinitgoenka What's wrong? What is it that we don't have what Switzerland has? Corporates enjoying rupee depreciation should hold some responsibility. Go for managed services instead of shopping. India has talent way above, maybe with age sir, you are not recognising ..",en,2021-08-04 15:55:17+00:00,0,230,678,15342,0,0,0,2022-05-07 11:06:56
6960,1422949734701015048,394148089,"@LACEdaFlyFellow @leftlibertar1an @LeftBrained4 @Ashbash479 @FaithfulObserv1 @danielmarans Insurance companies there are not allowed to turn a profit on basic insurance, but even still, the Swiss and Dutch spend more of their GDP on healthcare by a fair bit than most of Europe.",en,2021-08-04 15:57:08+00:00,2,139,404,7106,0,0,1,2022-05-07 11:06:56
6959,1422967984918773763,1358441564876509190,"@Dxron2 Last year was my worst year.
-I had to go in military for 18 weeks
-Corona came to Switzerland
-In week 12 they forced me to stay for another 28 weeks. 
-I had depression
-i faild in forex trading over 3 years and i did everything for it.
-I also lost about 15k in 1 week
....",en,2021-08-04 17:09:39+00:00,0,86,100,1597,0,0,1,2022-05-07 11:06:56
6958,1422969737043222530,182787903,"@zkat__ I’m lucky that my current gig recognizes that. Though it’s a bit easier in Switzerland where there’s basically no inflation and the change wasn’t that drastic in the last ten years (at least according to the official stats + what Google, MS pay here).",en,2021-08-04 17:16:37+00:00,0,161,322,23737,0,0,0,2022-05-07 11:06:56
6957,1422985712480133123,1249830424664330241,"@India_on_move @kaushikcbasu @Yayaver1 Kid, don't speak about higher concepts like black money affecting the GDP and all 😂😂Coz under your joker PM, demonetisation was a huge scam that recovered no black money according to RBI's own report and Swiss bank has had highest ever deposits from India.",en,2021-08-04 18:20:06+00:00,1,14,436,1054,0,0,1,2022-05-07 11:06:56
6956,1423001740304076800,1158084736360861696,"@jdcmedlock They do it on purpose.  If they want to compare it to GDP, Spain, Australia and Switzerland are not the obvious choices. And how hard is it to say that the money will be spent over 10 years. The liberal media has a well known conservative bias.",en,2021-08-04 19:23:47+00:00,0,30,716,9889,0,0,0,2022-05-07 11:06:56
6955,1423023211307061250,1324919674077843457,"$SMI #VAMP for the next session: 
Upper: $12252.5302 (+0.794%)
Lower: $11897.5513 (-2.126%)
Momentum: $11289.4242
#DDAP $EWL #SWITZERLAND",en,2021-08-04 20:49:06+00:00,0,1380,218,8090,0,0,0,2022-05-07 11:06:56
6954,1423024036422979585,717854859999846400,"@schwarz @Brian_Faler @JAscholtes Jon, stop.  No!  People will realize why I have been taking D pics next to the GDP of Switzerland.",en,2021-08-04 20:52:23+00:00,0,374,1476,3260,0,0,0,2022-05-07 11:06:56
6953,1423069776859959300,12480192,"@bernardchickey @brendon_harre @ReserveBankofNZ Yes - totally agree that house prices need to fall but income also needs to increase. The more we Normies get paid, the more we circulate in the economy. Not is building piles of gold in Swiss bank accounts.",en,2021-08-04 23:54:08+00:00,3,3856,4999,112534,0,0,0,2022-05-07 11:06:56
6952,1423094049628729347,261872524,@Laprofmme @erinleeryan In this economy? That sounds like Swiss Franc money!,en,2021-08-05 01:30:35+00:00,0,2233,4997,10527,0,0,0,2022-05-07 11:06:56
6951,1423099606213201920,34846625,@EKIII19 @GhostOfPunkRoc1 @RepMalliotakis @POTUS The country with ten times the COVID death rate of their peer nations of Norway and Switzerland? The country whose GDP dropped anyway? That one?,en,2021-08-05 01:52:40+00:00,0,184,656,9749,0,0,1,2022-05-07 11:06:56
6950,1423122736180781059,986934559697760257,"@BSimp2012 @trailer_parker @mattyglesias Ok so Denmark just isn’t on that list, I’m not sure where you got that. The other 3 are small countries with a signature feature that raises their GDP per capita. Ireland is a tax haven, Norway has oil, Switzerland has secretive banking. And all 3 have open borders btw",en,2021-08-05 03:24:35+00:00,0,31,83,7412,0,0,2,2022-05-07 11:06:56
6949,1423129247711911937,331624645,Good Morning Switzerland – Indikation Indication SMI +8 / DAX +8,en,2021-08-05 03:50:27+00:00,0,3244,3810,81800,0,0,0,2022-05-07 11:06:56
6948,1423138322763984903,2794467506,Die unnötigste Investition in der Schweiz ist eine Solaranlage auf dem Dach. Da kauft man sich besser ein kleines Wasserkraftwerk was aus dem abfliessenden Regenwasser Energie peoduziert. Wäre hierzulande weitaus effizienter...,de,2021-08-05 04:26:31+00:00,0,60,144,2528,0,0,1,2022-05-07 11:06:56
6947,1423163155702812677,460288171,"VORBÖRSE SCHWEIZ:

$SMI -0,05%
$SMIM unv.

$HOLN +0,9% (Kurszielerhöhung)
$SCMN +1,7% (Zahlen)

$ADEN +0,1% (Zahlen)
$GAM -0,3%
$TEMN +0,4% (Neukunde)
$VATN +0,9% (Zahlen)
$VIFN +0,9% (Zahlen)

Übrige Aktien bisweilen etwas im Angebot.",de,2021-08-05 06:05:12+00:00,0,5123,297,21107,0,0,0,2022-05-07 11:06:56
6946,1423163363018821632,460288171,"SWISS PREMARKET:

$SMI -0,05%
$SMIM unch.

$HOLN +0,9% (broker call)
$SCMN +1,7% (earnings)

$ADEN +0,1% (earnings)
$GAM -0,3%
$TEMN +0,4% (new client)
$VATN +0,9% (earnings)
$VIFN +0,9% (earnings)

Most other shares marginally lower traded so far.",en,2021-08-05 06:06:01+00:00,2,5123,297,21107,0,0,0,2022-05-07 11:06:56
6945,1423206080130297857,25488729,"ING Bank 2/2: while the normally interventionist #SNB may have its hands tied.  Yes, #CHF is strong on a nominal basis, but Switzerland's low inflation means that the real #CHF may still be 4% below the 2015 highs",en,2021-08-05 08:55:46+00:00,0,32047,388,148317,0,0,0,2022-05-07 11:06:56
6944,1423235488069169160,1192758360145375232,@MacaesBruno There must be some black boxes in the statistics (perhaps the value of the services provided by the non-profit and governmental organizations?). It shows Czech Republic be on par with Spain. Romania better off than Slovakia? Switzerland on par with Germany. I would stay with GDP,en,2021-08-05 10:52:37+00:00,0,23,253,2811,0,0,0,2022-05-07 11:06:56
6943,1423243762881470466,757356137578635266,"@AzzlackGmbH2 Bruder komm in die Schweiz 🇨🇭. Sprachliche Barrieren sind einfach keine da, Lebensqualität ist höher, dein Gehalt ist netto 2,5x höher (dementsprechend auch was du sparen / investieren kannst), Eigentumswohnungen sind bezahlbarer (im Verhältnis zu Gehalt) … und viele mehr",de,2021-08-05 11:25:30+00:00,3,483,2957,5344,0,0,1,2022-05-07 11:06:56
6942,1423291978272296967,57003080,"@andyrossecon @Conservatives May Govt report cited 5% GDP less growth 2020-2035, revised by BoE to 4%. Thats av0.26% less growth pa-not even a sniffle. May report also conveniently ignored any effects of FTA’s over same 15yrs. Report also estimated UK GDP costs outside of CU at 1% yet Switzerland only 0.1%.",en,2021-08-05 14:37:05+00:00,0,804,1394,23801,0,0,1,2022-05-07 11:06:56
6941,1423293275440513033,2718771638,"@bibek09 @stockifi_Invest Not really.. The four siblings, Srichand, Gopichand, Prakash and Ashok together control the Hinduja Group, The eldest Srichand and Gopichand have lived in London since the 1970s and are British citizens. Prakash resides in Switzerland. Ashok, the youngest, is based in Mumbai.",en,2021-08-05 14:42:15+00:00,4,250,633,942,0,0,1,2022-05-07 11:06:56
6940,1423304947286822914,246266372,"@trumwill @RyanRadia @AlexGodofsky Thermal insulation norms in many western European countries are much stricter than in the US, and pretty expensive to build. That's not a question of money for AC.
Switzerland has higher GDP per capita than the US and virtually outlawed AC.",en,2021-08-05 15:28:37+00:00,2,454,1097,3434,0,0,1,2022-05-07 11:06:56
6939,1423343259187830785,1209798882114383872,"@KristofNaessens US has loose fiscal (20% deficit/GDP annually), loose monetary (ZIRP) + 1T/year trade deficit. Does not apply to Euro, Jaoan, England, Canada, Swiss. Not true that all are doing the same. Only US is addicted to these extreme policies. Hence dollar bust is unavoidable.",en,2021-08-05 18:00:52+00:00,0,6003,635,29132,0,0,0,2022-05-07 11:06:56
6938,1423355395301589002,1104573043,@CaptainFeni @TwitchDE Nein die schweiz hat ne andere Währung und ist nicht teil der EU beschwer dich bei deiner Regierung oder wander aus wenn der Euro so weh tut. Man verident ja auch dem entsprechend,de,2021-08-05 18:49:05+00:00,0,21,300,502,0,0,1,2022-05-07 11:06:56
6937,1423385333111083008,1324919674077843457,"$SMI #VAMP for the next session: 
Upper: $12276.6011 (+0.6773%)
Lower: $11912.7319 (-2.3066%)
Momentum: $11296.8278
#DDAP $EWL #SWITZERLAND",en,2021-08-05 20:48:03+00:00,0,1380,218,8090,0,0,0,2022-05-07 11:06:56
6936,1423386867597205510,1396060113220378626,@swiss_rene @zac1967 Bei der SNB nicht😉 Bei den PKs ja aber es würde wenigstens eine gewisse zusätzliche Sicherheit geben😉,de,2021-08-05 20:54:09+00:00,1,1262,5002,13063,0,0,0,2022-05-07 11:06:56
6935,1423395907777835014,2942867546,@MoeedNj Tourism is about 4.4 of GDP of switzerland 🙌🏻,en,2021-08-05 21:30:04+00:00,0,63,545,3958,0,0,0,2022-05-07 11:06:56
6934,1423414112143519744,105181961,"@t_prestin @KyotozWRLD @IAmMrDisaster @CallofFOVslider @RavenSoftware With the numbers of new accounts being made, why would Acti say ""invest in anti-cheat""? Those numbers are the only thing looking good to shareholders atm. Meanwhile, I get sniped half way across the map by a lv.4 with Dark Aether camo on his unreleased swiss blueprint. Smh.",en,2021-08-05 22:42:24+00:00,0,51,571,5474,0,0,0,2022-05-07 11:06:56
6933,1423466673164754950,1128290494570803201,"Switzerland is home to the most expensive Big Mac in the world at $7 USD. Only in a world this backwards will they say that “inflation is low” in Switzerland, and if they simply lower rates deeper into the negative and continue to print money will inflation pick up as needed.",en,2021-08-06 02:11:16+00:00,39,13248,6091,70686,8,0,6,2022-05-07 11:06:56
6932,1423467116959703041,3269501892,Short hedge Eurobonds using Forex pivot points to optimize for a Swiss bank run.,en,2021-08-06 02:13:02+00:00,0,909,2,15071,0,0,0,2022-05-07 11:06:56
6931,1423479817337380866,951604684191539200,"@mathaiaus Greek govt delegation visited Switzerland. GR PM: This is my Minister for Defence &amp; Min for Economy. Swiss PM: This is my Min for Economy &amp; Min for Navy. GR PM laughs! Swiss PM: Why you laughing? GR PM: You have Min for navy?! Swiss PM: You have Min for Economy, did I laugh!",en,2021-08-06 03:03:30+00:00,4,111,929,208,1,0,0,2022-05-07 11:06:56
6930,1423491634537320452,331624645,Good Morning Switzerland – Indikation Indication SMI flat / DAX -3,en,2021-08-06 03:50:27+00:00,1,3244,3810,81800,1,0,1,2022-05-07 11:06:56
6929,1423525150486679552,460288171,"VORBÖRSE SCHWEIZ:

$SMI +0,18%
$SMIM +0,10%

$CSGN +0,2%
$NESN +0,6% (Kurszielerhöh.)

$COTN +1,1% (Kurszielerhöh.)
$GAM -0,2%
$OERL +1,1% (Kurszielerhöh.)
$SQN +2,1% (Zahlen, Ausblick)

Übrige Aktien bisweilen gut gehalten gestellt.",de,2021-08-06 06:03:38+00:00,0,5123,297,21107,0,0,0,2022-05-07 11:06:56
6928,1423525485565337600,460288171,"SWISS PREMARKET:

$SMI +0,18%
$SMIM +0,10%

$CSGN +0,2%
$NESN +0,6% (broker call)

$COTN +1,1% (broker call)
$GAM -0,2%
$OERL +1,1% (broker call)
$SQN +2,1% (earnings, guid.)

Most other shares marginally higher traded so far.",en,2021-08-06 06:04:58+00:00,2,5123,297,21107,0,0,0,2022-05-07 11:06:56
6927,1423534187857027073,1402289038355206153,@stephenfnielsen @DickWhitman_BTC 🇨🇭🇨🇭🇨🇭 @SNB_BNS_de #Switzerland’s Central Bank should start buying #Bitcoin to stay ahead! And for becoming The Switzerland 2.0 of the next decades!,en,2021-08-06 06:39:33+00:00,1,1168,3063,1771,0,0,1,2022-05-07 11:06:56
6926,1423570179699744770,17293887,"@concierge_ryan Those are the kinetic ones, hey? I’ve loved those since I was a child, but they are PRICEY, Ryan, and I am a freelancer in this economy.
Alternatively, do you know of anyone who can mend Swiss watches?",en,2021-08-06 09:02:34+00:00,0,2224,201,34587,0,0,1,2022-05-07 11:06:56
6925,1423575138143019008,1249978770494312448,"@DrKnoblauch @maytvaa tf 100 Fr sind doch ned 100 € also wenn du deine Währung nimmst solltest du 100€ in Fr umrechnen das sind dann 107,26 Fr natürlich kann das für unterschiedliche Personen viel oder wenig sein außerdem hab ich keine ahnung welche Kaufkraft man damit in der Schweiz hat.",de,2021-08-06 09:22:16+00:00,1,43,186,647,0,0,1,2022-05-07 11:06:56
6924,1423599798595186694,1311183942037327872,"Climate Change Could Cut World Economy by $23 Trillion in 2050, Insurance Giant Warns. Poor nations would be particularly hard hit, but few would escape, Swiss Re said. The findings could influence how the industry prices insurance and invests its mammoth portfolios. Apr 23, 2021",en,2021-08-06 11:00:15+00:00,0,317,127,46905,0,0,1,2022-05-07 11:06:56
6923,1423628432387285003,28339714,"@TarkaTambo @zwideservesbass We need to cut debt to get the economy back up to health to do all this stuff. 

Adding more bills is sending us down the road of high inflation and austerity measures by people who are in air conditioned offices in Switzerland. You think that's going to work for poor people?",en,2021-08-06 12:54:02+00:00,0,781,236,29629,0,0,1,2022-05-07 11:06:56
6922,1423636403209097218,1099603196308271105,"India's phenomenal Web3 and tech talent + Sweden's advance digital currency economy + Switzerland's financial privacy guaranteed by Swiss law are coming together.

I, @faizshake, @FreedomMaximal, &amp; others are working on ideas to usher in a new Digital State.",en,2021-08-06 13:25:43+00:00,7,717,885,1574,3,1,0,2022-05-07 11:06:56
6921,1423646774263271428,74514728,"The #Swiss National Bank owned U.S. equities worth a record $ 162 billion as of end June Data published on Friday showed the @SNB_BNS_en held shares in 2,642 companies #Switzerland $SNBN",en,2021-08-06 14:06:55+00:00,0,593,249,6096,0,0,0,2022-05-07 11:06:56
6920,1423681099276894217,1157325489050214400,"@nohillside @glptbollinger @AlbinMeyerCH @retolipp @Luzius @JeannetteWibmer @tagesanzeiger Falls es jemand nicht wüsste: wir haben eine weltweit eher hohe Vermögenssteuer, Stadt ZH ca. 0.6%. NL, SE, DE, AT viel tiefer. Schweiz auf Niveau OECD-Durchschnitt (nach Aufkommen in % des BIP).",de,2021-08-06 16:23:19+00:00,0,60,124,2021,0,0,1,2022-05-07 11:06:56
6919,1423684848770850819,827624102026416129,"@mishegas Goes without saying.
Fond memories.. I did a job in Zim long long ago. Thoroughly enjoyed it. Beautiful country. Beautiful people.
Got great stories of Swiss bank accounts and forex controls, but not for Twitter.
Re Zimgov paying their share of costs .. good luck with that #PREM",en,2021-08-06 16:38:13+00:00,0,177,429,8058,1,0,0,2022-05-07 11:06:56
6918,1423726078716268549,1287298953063682048,@The_WolfofStonk @ideanomicshq Did the Swiss bank really invest in the stock?,en,2021-08-06 19:22:03+00:00,0,14,140,271,0,0,1,2022-05-07 11:06:56
6917,1423747730040627201,1324919674077843457,"$SMI #VAMP for the next session: 
Upper: $12270.4528 (+0.6269%)
Lower: $11927.9516 (-2.1817%)
Momentum: $11303.8961
#DDAP $EWL #SWITZERLAND",en,2021-08-06 20:48:05+00:00,0,1380,218,8090,0,0,0,2022-05-07 11:06:56
6916,1423753393659645953,535913183,"Other European markets mixed on Friday, 08/06/2021: Euronext 100 +0.27% at 1,311.81, higher for the week, Euro Stoxx 50 +0.32% at 4,174.54, higher for the week, Swiss Market Index -0.19% at 12,176.30, higher for the week.",en,2021-08-06 21:10:35+00:00,0,10012,575,59516,0,0,0,2022-05-07 11:06:56
6915,1423771482275123203,2362592550,"@m_bridgm @WeirdDarr @JSiffordson @thehill We rank behind Switzerland, Germany, and The Netherlands in the world index of medical healthcare innovation.
Regardless, our universities are just as capable of innovation as the private market.",en,2021-08-06 22:22:28+00:00,4,3304,3605,124745,0,0,0,2022-05-07 11:06:56
6914,1423778070788460547,1339762361142489089,"@OhGriggsy @POTUS First off, prices are rising all over the world RN as a result of temporary inflation caused by supply chain hiccups due to covid. Second, you're using USD to Swiss franc conversions. That prices are higher in conversion is a result of the comparative value of the two currencies.",en,2021-08-06 22:48:39+00:00,0,186,822,4965,0,0,1,2022-05-07 11:06:56
6913,1423825026822909956,1131044052412063744,"@BuffaloBills @JoshAllenQB Josh,invest in jersey dairy cattle. They sell for more money than Holsteins. Buy Holsteins only because they are as tall as you to show. Don't invest in those brown swiss donkies. Brown swiss are to dopey.",en,2021-08-07 01:55:14+00:00,0,226,553,14432,0,0,0,2022-05-07 11:06:56
6912,1423869081426436099,745492782609928192,"Top 10 GDP/Capita by Country

CountryGDP per Capita (Nominal, 2021, USD)
🇱🇺 Luxembourg$125,923
🇮🇪 Ireland$90,478
🇨🇭 Switzerland$90,358
🇳🇴 Norway$76,408
🇺🇸 United States$66,144
🇩🇰 Denmark$63,645
🇸🇬 Singapore$62,113
🇮🇸 Iceland$58,371
🇳🇱 Netherlands$58,029
🇸🇪 Sweden$57,660",en,2021-08-07 04:50:17+00:00,2,52969,4219,91729,2,0,0,2022-05-07 11:06:56
6911,1423891938973995010,255893950,"@Nemesis_Alert (3) Financial services have lost their significance and are about 12% GDP. 
Switzerland’s wealth depends on its ‘brains’ (technology, business), not on financial services. 
It’s ‘armed neutrality’ goes back to the Congress of Vienna 1814.",en,2021-08-07 06:21:07+00:00,0,482,408,12853,0,0,0,2022-05-07 11:06:56
6910,1423892325986672643,276279216,How does Switzerland keep their inflation rate 2% lower than the world?,en,2021-08-07 06:22:39+00:00,1,1111,978,126758,0,0,0,2022-05-07 11:06:56
6909,1423912237815713797,1202523315258187776,"@AnCapSwiss @zac1967 @NoldiSchweizer @alex_baur @juanrallo @MartinCJanssen @ronniegrob @SNB_BNS_en @lp_schweiz @nebelspalter @Oli_Kes Sage einer, Sozialisten seien nicht kreativ. Die Währung wurde immer umgestellt, wenn der Finanzminister es nicht mehr rechnen konnte. Gute Idee übrigens für #ScholzPacktDasAn",de,2021-08-07 07:41:47+00:00,2,1513,1554,18586,0,0,1,2022-05-07 11:06:56
6908,1423919770764783617,1202523315258187776,"@MartinCJanssen @AnCapSwiss @zac1967 @NoldiSchweizer @alex_baur @juanrallo @ronniegrob @SNB_BNS_en @lp_schweiz @nebelspalter @Oli_Kes Leider wahr, ich sehe aber auch keine Alternativen die es wirklich ändern würden oder können, mangels Mehrheiten. Und bei den Koalitionen ist es nur noch eine Frage wer anführt, weil die Teilnehmer alle die Gleichen sind.",de,2021-08-07 08:11:43+00:00,1,1513,1554,18586,0,0,0,2022-05-07 11:06:56
6907,1423925009827962882,34652841,@bestlifeof It’s the richest country in the entire world with GDP per capita followed by Switzerland. Kuwait isn’t on top 5,en,2021-08-07 08:32:32+00:00,0,3358,839,54941,0,0,0,2022-05-07 11:06:56
6906,1423942535198744577,1394665651,"@RTsays_ @MartinCJanssen @zac1967 Ausserdem ist es nur gut, wenn die Bevölkerung in der Schweiz zurückgeht, wegen der Belastung von Landschaft und Natur. Es ist eine Ironie, dass linksgrüne bei der Einwanderung mit Arbeitskräftepool und Wirtschaftswachstum argumentieren, obwohl das Wirtschaftswachstum genau",de,2021-08-07 09:42:10+00:00,1,237,1538,6504,0,0,2,2022-05-07 11:06:56
6905,1424002792931348481,2536057610,"@kprather88 If only the Swiss authorites had understood the Swiss cheese concept ! Instead they try to align the holes to please the economy. Results in a few weeks, it's gonna be ugly if you ask me #swissCovidFail",en,2021-08-07 13:41:37+00:00,8,1504,1180,82255,1,0,1,2022-05-07 11:06:56
6904,1424014937068822530,1325050777908469761,"@AnCapSwiss @NoldiSchweizer @alex_baur @zac1967 @juanrallo @MartinCJanssen @ronniegrob @SNB_BNS_en @lp_schweiz @nebelspalter @Oli_Kes In Peru ist der Nuevo Sol auch im freien Fall, der Sozialistische Präsident ist erst kuze Zeit im Amt. In Venezuele, Kolumbien, Peru und Bolivien werden die Armen Leute mit täglicher Suppe zum Links wählen motiviert.",de,2021-08-07 14:29:52+00:00,4,132,113,3597,0,0,1,2022-05-07 11:06:56
6903,1424042160471564290,1310662264970711040,"@CryptoTickers Get yourself a piece of the ultimate NFT, real estate in Switzerland, owned via deflationary IMO @IMO__Invest 

This will be the way.",en,2021-08-07 16:18:03+00:00,1,677,130,1098,1,0,0,2022-05-07 11:06:56
6902,1424058242905382913,3177488829,@swiss_pact @AndreasHeinisch Ich als Edeka Mitarbeiterin kann dir nur von der Kette abraten. Is aber überall anders. Es gibt Märkte von der Zentrale und Privatmärkte. In Privatmärkten sind die Chefs meistens Hurensöhne :'),de,2021-08-07 17:21:57+00:00,0,731,77,22920,0,0,1,2022-05-07 11:06:56
6901,1424058602193567745,343315284,"@AwieAlly @swiss_pact Ohja xD private Märkte sind meistens nich so prickelnd 🤣 aber diese Regiemärkte oder welche die zu ner Kette gehören, sind meistens positiv. Bin mit meiner aktuellen Arbeitsstelle super zufrieden",de,2021-08-07 17:23:23+00:00,0,392,182,7205,0,0,2,2022-05-07 11:06:56
