,Unnamed: 0,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person
280,1774,1502021464521940995,1036844526361632768,"@Jungfreisinnige @themattmueller_ Komische Haltung eines Schweizer Politikers: es ist ihm ein Anliegen, dass internationale Streaminganbieter ihr Geld lieber in Frankreich oder der USA investieren sollen und ja nicht in der Schweiz. Ein Brain drain Förderer sozusagen ..",de,2022-03-10 20:39:58+00:00,5,47,102,88,3,0,0,2022-05-07 11:20:23,0,P
281,1645,1503146581155065865,567492328,"@knoxens Ja. Die Schweiz hat ja auch lange Zeit stark eingegriffen, um den CHF-EUR-Wechselkurs zugunsten der Wirtschaft zu stabilisieren. Jetzt soll sie das auch beim Treibstoff machen. Viele Unternehmen, Handwerker, Gewerbler etc. müssen sonst Preise erhöhen, Teuerung würde steigen.",de,2022-03-13 23:10:46+00:00,4,2361,311,16464,0,0,1,2022-05-07 11:20:23,0,P
282,1612,1503419486199812096,467463940,Der Blick zurück in die 70iger Jahre. Damals hatte die Schweiz eine Inflation von 12%. Das war nach dem Ölschock. Kommt es wieder soweit? Wirtschaftshistoriker Tobia Straumann bei #srfecotalk 22.25 Uhr heute Abend.,de,2022-03-14 17:15:12+00:00,16,25716,3795,49374,4,0,3,2022-05-07 11:20:23,0,P
283,1585,1503833447722332165,1683151988,"Und für die Schweiz hat sich, ehrlich gesagt die Sicherheitslage 0 geändert. 

Auch wenn wir noch ein paar Milliarden in Artillerie investieren, sind wir noch immer ein militärischer Witz und noch immer von der NATO umzingelt.",de,2022-03-15 20:40:08+00:00,44,8720,384,64216,2,0,3,2022-05-07 11:20:23,0,P
284,1572,1504014241749209093,467463940,"Trotz stark steigender Inflation rechnen die CS-Ökonomen nicht damit, dass die SNB die Zinsen in der Schweiz noch in diesem Jahr erhöht. ""Die erste Zinserhöhung ist für Mitte 2023 zu erwarten"".",de,2022-03-16 08:38:33+00:00,3,25716,3795,49374,2,0,0,2022-05-07 11:20:23,0,P
285,1571,1504020238844715010,1288423383361826818,"2/ Ist den offenbar nicht auf Augenhöhe agierenden Autoren z.B. geläufig, wieso die Inflation in der Schweiz so tief ist und dass das mit Sicherheit keinen Bezug zur Pandemiepolitik hat?
@fabiennekatrin 
@priskawa 
@RafaRothlin",de,2022-03-16 09:02:22+00:00,8,2174,2191,45826,0,0,1,2022-05-07 11:20:23,0,P
286,1568,1504051484958375937,59425410,@covidonomix Die Flucht in den SFR als harte Währung erklärt die niedrige Inflation und ermöglicht überhaupt der Schweiz so gut abzuschneiden.,de,2022-03-16 11:06:32+00:00,4,206,435,7241,0,0,1,2022-05-07 11:20:23,1,P
287,1567,1504062738515075072,467463940,"Droht in der Schweiz eine Stagflation - also tiefes Wachstum bei hoher Inflation? Claude Maurer, Chefökonom Schweiz Credit Suisse, nimmt das zu Stellung bei #srfboerse 19.25 Uhr",de,2022-03-16 11:51:15+00:00,4,25716,3795,49374,1,0,0,2022-05-07 11:20:23,0,P
288,1523,1504572828481380356,1305791325585969152,"@rcgr_ch @mxpx1981 @MBattegay Gehts das Spiel ""Mach bittibätti"" in die nächste Runde?
Ich habs sowas von satt, dass die reiche Schweiz, die dank der Leute, die arbeiten ein BIP hat, das den Namen verdient, so eine grottiges Public Health hat.",de,2022-03-17 21:38:10+00:00,13,255,111,34894,2,1,0,2022-05-07 11:20:23,-1,P
289,1499,1504851371186692098,3069913030,"@europCH @filmgesetzja @Frontex_Ja Streaminganbieter zu zwingen, Geld in der Schweiz zu investieren, ist doch eher das Gegenteil einer europäischen Offenheit und protektionistisch. 🤔
@filmquote_nein",de,2022-03-18 16:05:00+00:00,4,90,759,915,0,0,0,2022-05-07 11:20:23,0,P
290,1491,1505074020907110404,14512645,"4/n
Nun noch zur Definition von ""kriminell"". Normalerweise darf man jemanden ""kriminell"" nennen, der von einem Gericht verurteilt wurde. 

Und ja, eine rassistische Abwertung wie die von Aesschi ist in der Schweiz ziemlich sicher kriminell. Aber das werden wir rausfinden, nicht?",de,2022-03-19 06:49:44+00:00,83,13551,4714,64990,1,0,1,2022-05-07 11:20:23,0,P
291,1486,1505191504037531649,532912995,"Swiss hat die neue Premium Economy präsentiert.
Sie erfüllt die wichtigsten Kundenwüsche
Verbesserte Kulinarik
Beste Unterhaltung auf 15,7 Display
Online Checkin
Nachhaltiges Necessaire
Doppeltes Freigepäck.

Ach ja und ein klein bisschen mehr Beinfreiheit.",de,2022-03-19 14:36:34+00:00,7,2023,1742,33367,0,0,1,2022-05-07 11:20:23,0,P
292,1469,1505504707825082370,467463940,Die Löhne in der Schweiz steigen dieses Jahr um 1.2%. Die Inflation dürfte um 1.9% steigen. Das gibt einen realen Lohnverlust von 0.7%.,de,2022-03-20 11:21:07+00:00,34,25716,3795,49374,8,0,8,2022-05-07 11:20:23,0,P
293,1467,1505531499222908928,912817071075086336,"ich glaub der bundesrat will alte Märkte beleben. Zusammen mit Tourismus Schweiz. Und Gastrosuisse.
Sterbetourismus. Exit mit oder ohne Dignitas? ""Dying 4 Swiss Freedumb?"" Die neue Cash Cow. Oder Revival. Wir wissen ja, wie man mit Leichen im Keller Kohle macht. oder so.",de,2022-03-20 13:07:35+00:00,3,240,715,13881,0,0,0,2022-05-07 11:20:23,0,P
294,1449,1505809557347614725,47943323,Im zweiten Weltkrieg hat die Schweiz den Handel mit einer Kriegspartei aufrecht erhalten. Das Erfolgsmodell schein in Europa Schule gemacht zu haben. Für 2% des BIP opfert man das Völkerrecht.,de,2022-03-21 07:32:29+00:00,12,1355,470,12034,1,0,1,2022-05-07 11:20:23,-1,P
295,1360,1506907076701868034,14512645,"@PGrasarevic Nein, eigentlich sollen Sachen, die sowieso produziert werden, in der Schweiz statt woanders gemacht werden. Zudem kann die Schweizer Filmszene etwas Geld und Netflix-Knowhow gebrauchen. Schau dir an, was in Deutschland möglich ist, seit Streamingdienste lokal investieren.",de,2022-03-24 08:13:38+00:00,12,13551,4714,64990,0,0,1,2022-05-07 11:20:23,0,P
296,1246,1507672343774212101,360809578,"@Blocher_Perlen Ausserdem: wieso soll den Kindern eine adäquate Aus- und Weiterbildung als Kriegsflüchtling verwehrt werden? Jeder Mensch der die Schweiz mit guten, positiven Erinnerungen und Gedanken verlässt, ist eine Investition in die Zukunft. Unsere eigene und die von Europa, oder nicht?",de,2022-03-26 10:54:32+00:00,13,7,55,147,0,0,1,2022-05-07 11:20:23,0,P
297,1240,1507747867607371782,945687930756100098,"@phil_liberal @BalsigerTim @PhilippeSchnyd6 @themattmueller_ @BenjvF @filmgesetzja @filmgesetznein Der Staat steuert hier überhaupt nichts. Wie kommen Sie denn darauf? Netflix entscheidet ganz ohne staatliche Steuerung, in welche Produktionen Netflix investieren will. Die einzige Auflage ist: 4% vom Umsatz wird in der Schweiz investiert.",de,2022-03-26 15:54:38+00:00,3,590,858,6844,1,0,3,2022-05-07 11:20:23,0,P
298,1228,1508077367482269702,60508016,"@elvira_greco @hosjon00 @LeeJale2 @pfizer_de Ich glaube nicht (wie andere), dass jemand die Zulassung aktiv behindert.
Ich mutmasse, dass das Interesse der Schweiz nicht aktiv genug ist und sich Pfizer deshalb eher auf grössere* Märkte fokussiert.
*Einwohnerzahl &amp; anvisierter Einsatz (in CH eher nur für ""Ausnahmefälle""?).",de,2022-03-27 13:43:57+00:00,8,306,314,6473,0,0,4,2022-05-07 11:20:23,0,P
299,1222,1508151247324561410,870373851892469765,"@CharlyEinstein @mamakeinezeit @diuuk @postcovid_CH Wenn das wirklich zählen würde, hätten Platzer und die Gastrosuisse mit 1.1% des BIP nicht so viel Gewicht gehabt und die halbe Schweiz ins Bockshorn gejagt (Restaurantterrassen, Impfung; Schutzkonzeptseich), aber zB die Pharma eine grössere Rolle gespielt.",de,2022-03-27 18:37:32+00:00,14,2822,4986,102726,1,0,1,2022-05-07 11:20:23,0,P
300,1205,1508383672621309961,4729883418,"@andrisilber PS: Vergleich mit Deutschland (BIP 2020) in Euro

3367560/45
= 74835 pro Jahr
= 6'236 pro Monat

3975 Euro brutto ist der Durchschnittsverdienst.

3975/6236 
🇩🇪: 63.75%

Vgl. mit der Schweiz (nicht nur Zürich)
Medianlohn CH 2020: CHF 6665
6665/11770  
🇨🇭: 56.62%

Diff 🇩🇪🇨🇭: 7.13%",de,2022-03-28 10:01:06+00:00,5,1719,4999,21211,0,0,0,2022-05-07 11:20:23,0,P
301,1146,1508919513814863873,1072149873137500160,"@Varanasi_swiss Man muss sich doch nur fragen, wie ein derart rohstoffreiches Land, angesichts des jahrzehntelangen Rohstoffhungers der industrialisierten Welt, derart punktuell entwickelt bleiben konnte, ein geringeres BIP als Italien haben kann. Ohne den Diebstahl wäre bestimmt mehr gegangen.",de,2022-03-29 21:30:21+00:00,5,2420,1380,14107,0,0,1,2022-05-07 11:20:23,0,P
302,1138,1509049141653131265,460288171,"VORBÖRSE SCHWEIZ:

$SMI -0,03%
$SMIM +0,18%

$LOGN +0,4% (US-Vorgaben)
$ROG -0,9% (Produktnews)
$UBSG +1,1% (Aktienrückkauf)

$AMS +1,6%
$BANB +2,6% (Heraufstufung)
$BEAN -1,6% (ex Dividende)
$COTN +1,9%
$EMSN -1,4%
$IFCN +1,6%
$LEON +1,1% (Swissquote)
$VACN +1,9%",de,2022-03-30 06:05:26+00:00,3,5123,297,21107,1,0,0,2022-05-07 11:20:23,0,P
303,1136,1509089266625884165,1728744572,"@keinSpekulant 1 Swatch Namensaktie OTC kaufen und sich dann durch die Bürokratie wühlen, um sich in der Schweiz eintragen zu lassen. Ziel: eine swatch special Edition (70e) für Anmeldung bei der HV + virtuelle Abstimmung erhalten. Kosten bislang: 50e Aktie, 10e OTC, 30e Eintrag.",de,2022-03-30 08:44:53+00:00,5,46,284,382,0,0,1,2022-05-07 11:20:23,0,P
304,1129,1509157138370899977,1456819370848571397,"@FreundOnkel @Asszudemi @phintolias @Cri_Spi_ Ein Vorschlag aus der neutralen Schweiz:
Lasst es einfach mal gut sein und zwar alle Parteien. Der eine beobachtet und kommentiert die anderen nicht, die anderen verhalten sich ruhig. Das wäre doch ein Deal, mit dem alle leben können, oder?",de,2022-03-30 13:14:35+00:00,3,37,25,1217,0,0,4,2022-05-07 11:20:23,0,P
305,1112,1509300551305109504,1268458604606218240,"@nikitheblogger Wenn ganz allein Putin an der #Inflation Schuld ist, warum ist sie in 🥒🇩🇪 dann 3× höher als in der Schweiz?

Vielleicht doch katastrophal dämliche Wirtschafts- und Steuerpolitik?",de,2022-03-30 22:44:27+00:00,4,1423,1200,68626,1,0,1,2022-05-07 11:20:23,-1,P
306,1080,1509628526344949767,757201864039493632,"@theotherphilipp Ja, aber es geht dann meistens direkt in die Schweiz bzw., die Ärzte kennen ihr Heimatland ja, sie sind schon 2021 dorthin verzogen. Es gibt keinerlei Probleme für jüngere Mediziner, dort eine Stelle zu finden, die Bezahlung ist auch besser und in zukunftsfähigerer Währung.",de,2022-03-31 20:27:42+00:00,9,827,1415,19941,0,0,1,2022-05-07 11:20:23,0,P
307,1065,1509846078279012356,987255434,"Einmal mehr Sonderfall Schweiz
Inflationsrate im März:
Schweiz:            +2.4%
Deutschland:    +7.3%
Eurozone:          +7.5%
USA:                   +7.9%
Gründe: starker Schweizer Franken (=billige Importe), relativ gerine Abhängigkeit von fossilen Energieträgern.
#inflation",de,2022-04-01 10:52:11+00:00,53,1944,133,1959,6,0,6,2022-05-07 11:20:23,0,P
308,1054,1509962360592740354,1432390090815311880,"@Swizzly_Zero @SVPch Ist doch logisch: Weil der Schweiz Krieg droht, brauchen wir eine unabhängige Stromversorgung. Also mehr AKWs. Damit diese bei einem Krieg nicht angegriffen werden, investieren wir 2 Milliarden mehr in die Armee. Dann droht uns nämlich kein Krieg.",de,2022-04-01 18:34:15+00:00,4,122,76,1353,0,0,1,2022-05-07 11:20:23,0,P
309,1048,1510007704303116291,245458261,"Pro Kopf gibt die Schweiz schon absurd viel für die Verteidigung aus. Die Militärausgaben am 2%-BIP-Ziel der Nato zu messen, macht keinen Sinn.

#srfarena",de,2022-04-01 21:34:25+00:00,27,2587,1993,11630,4,1,8,2022-05-07 11:20:23,0,P
310,1046,1510008344261632015,245458261,"@HobbySportler @marionnasch Sie sagen, dass die Schweiz dieselbe Sicherheitspolitik verfolgen müsste wie die Ukraine.

Das macht keinen Sinn. Genausogut könnte man verlangen, dass die Ukraine mehr in Lawinenschutz investieren soll.

#srfarena",de,2022-04-01 21:36:58+00:00,5,2587,1993,11630,1,0,1,2022-05-07 11:20:23,0,P
311,1013,1510321717259943939,14912440,"Müdigkeit daran erkennen, dass ich gerade googlen musste, wie die Währung der Schweiz nochmal heißt. Zumindest ist Schaffhausen keine Illusion.",de,2022-04-02 18:22:12+00:00,51,12113,1992,66294,0,1,5,2022-05-07 11:20:23,0,P
312,1012,1510322086081929220,824631451199082497,@beritmiriam Stutz. Die Währung der Schweiz ist Stutz,de,2022-04-02 18:23:40+00:00,9,3449,1711,21782,0,0,1,2022-05-07 11:20:23,0,P
313,1009,1510372652858368003,1460914883000737794,"@Grund_gesetzt Im REWE das gleiche. Allerdings scheinen viele unsicher zu sein, wann's wirklich erlaubt ist. Ich warte mal die nächsten Tage ab. Wenn die Deutschen weiter machen, nehme ich mein Unternehmen und gehe in die Schweiz und trage dort was zum BIP bei.",de,2022-04-02 21:44:36+00:00,3,166,64,4649,0,0,1,2022-05-07 11:20:23,0,P
314,987,1510699345871613958,2337520142,"@joel_jent @rolfu9 @themattmueller_ @artfilmch @T_von_Allmen Wenn es sich lohnen würde, in der Schweiz mehr zu investieren, würde es geschehen. Ergo lohnt es sich nicht - ergo entstehen Produktionskosten, welche nicht in Umsatz resultieren und damit der Konsument bezahlt.",de,2022-04-03 19:22:46+00:00,4,890,900,2630,0,0,2,2022-05-07 11:20:23,0,P
315,983,1510733327296352260,1222115346720722945,"Bin gespannt, wie lange es noch dauert, bis wir in der Schweiz deutsche Einkaufstouristen begrüssen 🤭 #Lebensmittelpreise #inflation #Benzinpreis",de,2022-04-03 21:37:47+00:00,13,1290,484,11993,1,0,1,2022-05-07 11:20:23,1,P
316,975,1510843122040905730,1443873894,"@hjbertschi Es ist ein Zeichen dafür, wie verarmt und verflacht die Europadebatte in der Schweiz ist, dass Sie statt mit Argumenten mit einer persönlichen Abwertung von Gegnern als ""Euroturbos"" reagieren.
Die Erosion liegt in der Nichterneuerbarkeit der Verträge.",de,2022-04-04 04:54:05+00:00,6,3894,2730,30856,0,0,1,2022-05-07 11:20:23,0,P
317,961,1510942177244897283,1198222172,nach n bissl mehr inflation und ich bin in deutschland auch so arm wie in der schweiz,de,2022-04-04 11:27:41+00:00,8,1308,559,23479,0,0,0,2022-05-07 11:20:23,-1,P
318,955,1510996404239482882,1497175105423687680,"@FrHundKatzMaus @IrgendeinTyp98 @curator_civium @SweetKiff @Rant_ifa @REWE_Supermarkt Dann müssen Sie als Vorerkrankter (Hypochonder?!!) eben 50 Franken in eine hochwertige FFP3-Maske aus der Schweiz, statt aus China, investieren und lernen, das Teil richtig aufzusetzen!

Alternativ können Sie sich die Ware auch liefern lassen!",de,2022-04-04 15:03:10+00:00,11,14,15,1798,0,0,0,2022-05-07 11:20:23,-1,P
319,953,1511014810510667784,1145630703461261312,"@wolwul Interessanterweise galoppiert die Inflation in Deutschland mit über 7%, während sie in der benachbarten Schweiz im Februar nur 2,2% betrug.

Irgendwer bescheisst den geframten Michel ganz gewaltig.",de,2022-04-04 16:16:18+00:00,6,603,662,9901,4,1,1,2022-05-07 11:20:23,0,P
320,949,1511090082677235716,945687930756100098,"@MMOsyl @shovelhead__76 @fuulu_zh @themattmueller_ @FuW_News @filmgesetzja Hätte die Abopreisgestaltung mit der Investition zu tun, müsste das Abo in Frankreich (Reinvestition 25%) und Spanien (5%) exorbitant höher sein als in der Schweiz. Das Gegenteil ist der Fall.",de,2022-04-04 21:15:25+00:00,5,590,858,6844,2,0,2,2022-05-07 11:20:23,0,P
321,947,1511094373404098569,4184841867,"@SVPch Da kann man investieren so viel man will. Wenn eine Alianz gegen die Schweiz kämpfen will, nützt alles nichts. Zusammenarbeit mit Nato/EU wäre schon eine bessere Lösung. Aber dafür ist die SVP zu doof! Lieber selber Pänzerlä und Flügärlä, gälläd!",de,2022-04-04 21:32:28+00:00,4,11,83,1032,0,0,0,2022-05-07 11:20:23,-1,P
322,934,1511278885673050117,1376069743292121089,"@ZDFbayern @ZDFheute Der Klima.- und Weltenrettungswahn mit seiner Steuerlast wird zum Systemcrash führen! Die Lügen der Ukraine Krieg sei verantwortlich glaubt kein Mensch mehr, Inflation in der Schweiz 2,3%, Frankreich 3,6%, Liter Benzin Polen 1,4€.... usw",de,2022-04-05 09:45:39+00:00,9,213,267,9232,4,0,1,2022-05-07 11:20:23,0,P
323,905,1511695081752907779,2805793441,"@theotherphilipp @susan_d7 Die Kurve bricht immer zusammen. So geschehen in jeder Welle. Nun auch bei uns wieder in der Schweiz - obwohl wir keinerlei Massnahmen mehr haben. Wie lange kann sich Eure Volkswirtschaft die Schäden, die alleine dieser Mann anrichtet, noch leisten?",de,2022-04-06 13:19:28+00:00,11,478,1215,12880,2,0,2,2022-05-07 11:20:23,-1,P
324,897,1511780311490863113,1485301177793318921,"@_richtig_falsch Bei der Inflation in D, kann man bald vergleichbar in der Schweiz leben.",de,2022-04-06 18:58:08+00:00,7,29,75,1558,0,0,4,2022-05-07 11:20:23,0,P
325,887,1511973415753854976,42879949,"(1/2) Der #IPCC-Bericht ist deutlich: Die Zeit läuft davon, wir haben noch bis 2025 um unter 1,5°C zu bleiben. Auch in der Schweiz muss die Priorität sein, fossile Brennstoffe hinter uns zu lassen und unsere Gesellschaft &amp; Volkswirtschaft in ein nachhaltiges Systeme umzuwandeln.",de,2022-04-07 07:45:28+00:00,9,3832,775,1088,2,0,1,2022-05-07 11:20:23,0,P
326,869,1512093424660398081,619748543,"Glünggifangbilanz entspricht heute bisher dem Swiss Market Index: 
+ 0.50%.
+ 11.98% im letzten Monat.
Danke.",de,2022-04-07 15:42:20+00:00,18,455,433,16589,0,0,3,2022-05-07 11:20:23,0,P
327,828,1512531261629288455,945687930756100098,"Hätte die Abopreisgestaltung mit der Investition zu tun, müsste das Abo in Frankreich (Reinvestition 25%) und Spanien (5%) exorbitant höher sein als in der Schweiz. Das Gegenteil ist der Fall. @filmgesetzja #srfarena",de,2022-04-08 20:42:08+00:00,4,590,858,6844,0,0,0,2022-05-07 11:20:23,0,P
328,826,1512538908701114370,1347104551250366466,"Kultur und insbesondere Filmschaffen ist nun mal nicht etwas, was die Schweiz auszeichnet, wir haben dagegen clevere Leute in der Wissenschaft, welche BIP generieren. Weshalb sollten wir eine geschützte Werkstatt finanzieren anstatt Wissenschaft? #srfarena",de,2022-04-08 21:12:32+00:00,3,6,10,613,1,0,0,2022-05-07 11:20:23,1,P
329,815,1512730050667466752,945687930756100098,"@Fuss_Florian @BenjvF Hätte die Abopreisgestaltung mit der Investition zu tun, müsste das Abo in Frankreich (Reinvestition 25%), Itaien (20%) und Spanien (5%) exorbitant höher sein als in der Schweiz. Das Gegenteil ist der Fall. @filmgesetzja",de,2022-04-09 09:52:03+00:00,3,590,858,6844,1,0,1,2022-05-07 11:20:23,0,P
330,811,1512791321450270721,1376069743292121089,"@drumheadberlin @BILD Dümmer gehts nicht mehr! Inflation Portugal 2,3%, Frankreich 3,6%, Schweiz 2,4%….. usw. Liter Benzin in Polen 1,4€….usw
Der Klimarettungswahn mit seinen Steuern schlagen mit voller Wucht auf die Preise durch! Da nützt die ganze rum Lügerei nichts! #Energiewende",de,2022-04-09 13:55:31+00:00,4,213,267,9232,1,0,0,2022-05-07 11:20:23,-1,P
331,806,1512837027980623881,1508537107559628810,"@FelixSchneuwly @MikeMuellerLate @themattmueller_ @tagesanzeiger Netflix &amp; Co. sollen nicht nur aufkaufen, sondern hier investieren/produzieren und ihr Know-How einbringen. Nur das bringt den Schweizer Film substanziell weiter. Filmgesetz stärkt den Werkplatz Schweiz.",de,2022-04-09 16:57:09+00:00,31,1587,1584,456,3,1,6,2022-05-07 11:20:23,0,P
332,805,1512839148813627393,745375382585638916,"@ConradsHeinz In der Schweiz gibts also keinen Krieg, ich dachte deswegen haben wir jetzt Inflation, zumindest wenn man den Schlagzeilen glaubt 🤡",de,2022-04-09 17:05:34+00:00,3,1415,698,19465,0,0,1,2022-05-07 11:20:23,1,P
333,785,1513067616755232775,945687930756100098,"@paellig @filmgesetznein @filmgesetzja @FluriKurt @FDP_Liberalen Hätte die Abopreisgestaltung mit der Investition zu tun, müsste das Abo in Frankreich (Reinvestition 25%), Italien (20%) und Spanien (5%) exorbitant höher sein als in der Schweiz. Das Gegenteil ist der Fall.",de,2022-04-10 08:13:25+00:00,8,590,858,6844,0,0,1,2022-05-07 11:20:23,0,P
334,784,1513067939599163394,1382044539179925511,"@hardyausk @DFX_Swiss Glückwunsch!
Und für wen die Kursschwankungen von Kryptowährungen nichts sind, der kann entspannt in die Aktien oder ETF's auf der @defichain investieren und mit liquidity mining ganz einfach Zinsen von 100% p.a. verdienen!
#RoadTo50 #DFI",de,2022-04-10 08:14:42+00:00,3,115,116,11924,3,0,0,2022-05-07 11:20:23,1,P
335,782,1513072346055200768,2204909304,"@T_von_Allmen @DieJungeMitteLU Amazon müsste man auch zwingen, in der Schweiz zu investieren? Wollt ihr die Honigtöpfe der Linken und Grünen noch mehr füllen? Marktwirtschaft bedeutet, etwas zu kaufen das ich haben will, ohne dass der Staat etwas in meinen Einkaufskorb hineinschmuggelt, das mir völig egal ist.",de,2022-04-10 08:32:13+00:00,6,60,114,219,2,0,0,2022-05-07 11:20:23,0,P
336,781,1513083293071204354,192169845,"Die schwerreiche Waffenlobby und der Bundesrat wollen Lockheed Martin dazu zwingen, 60% ihres Umsatzes wieder in der Schweiz zu investieren. Wo bleibt der ordnungspolitische Aufschrei des Gewerbeverbands? Ungerechtfertigt, aber beim Film sollen 4% ein Problem sein. #CHvote",de,2022-04-10 09:15:43+00:00,4,1861,305,23689,0,0,0,2022-05-07 11:20:23,0,P
337,746,1513425850192080896,301323954,"Hätte die Abopreisgestaltung mit der Investition zu tun, müsste das Abo in Frankreich (Reinvestition 25%), Italien (20%) und Spanien (5%) exorbitant höher sein als in der Schweiz. Das Gegenteil ist der Fall. Es ist keine Steuer! 🎬✅",de,2022-04-11 07:56:55+00:00,5,41,228,733,3,0,1,2022-05-07 11:20:23,0,P
338,743,1513431336475840512,15979401,"normal hab ich schon keine Lust, Grenznahe zu daten, wenn sie nicht sehr gut/in der Schweiz verdienen, weil mir das ständige ""es ist soo unverschämt teuer hier"" Gejammer einfach nur nervt. tja, relativ. deine Währung ist einfach nix wert hier 🤷🏻‍♀️",de,2022-04-11 08:18:43+00:00,3,209,266,12799,0,0,4,2022-05-07 11:20:23,0,P
339,699,1513871438817763337,1433144630980317184,@srfnews Die wichtigste “Währung” der Schweiz ist gegen die Wand gefahren worden. Die Welt glaubt nicht an unsere Neutralität. Wir haben unser Vertrauen verspielt.,de,2022-04-12 13:27:32+00:00,13,55,175,1908,2,0,2,2022-05-07 11:20:23,-1,P
340,633,1514483665845329924,945687930756100098,"Es ist im Interesse der Schweiz, dass in die Schweiz investiert wird. Wirtschaftsliberale Politik zieht Investitionen in die Märkte den steuerlichen Abgaben an den Staat vor. Genau das tut das #Filmgesetz. Und ja, es gibt Politiker, die nicht im Interesse des Landes handeln.",de,2022-04-14 06:00:18+00:00,3,590,858,6844,1,0,0,2022-05-07 11:20:23,0,P
341,588,1514861444038340612,1737965389,"@CraddenJm @JohannesSieber @themattmueller_ @filmgesetzja Die Schweiz ist eine Volkswirtschaft. Und die Filmbranche ist Teil davon. Ob ihnen das passt oder nicht. Aber Investitionen kommen auch Dienstleistungsbetrieben, KMUs, Hotellerie, Tourismus und vielen anderen Branchen zugute. Es wird Wertschöpfung in CH stattfinden. #Filmgesetz",de,2022-04-15 07:01:27+00:00,3,555,426,2319,1,0,0,2022-05-07 11:20:23,1,P
342,587,1514874225198313472,945687930756100098,"@AlainS1991 @AGmur @joel_jent @NZZSchweiz @filmgesetzja @NZZ Sie würden also sagen, die Volkswirtschaftslehre besagt, dass es für die Schweizer Volkswirtschaft vorteilhaft sei, wenn multinationale Plattformen ausschliesslich in Frankreich, Italien und Spanien Investments tätigen, nicht aber in der Schweiz. Das müssen Sie bitte ausführen.",de,2022-04-15 07:52:14+00:00,3,590,858,6844,0,1,1,2022-05-07 11:20:23,0,P
343,580,1514924723087548418,945687930756100098,"@AlainS1991 @AGmur @joel_jent @NZZSchweiz @filmgesetzja @NZZ Noch ein Versuch: Inwiefern ist es der Schweizer Volkswirtschaft zuträglich, wenn Netflix in unsere Nachbarländer investiert, nicht aber in die Schweiz?",de,2022-04-15 11:12:54+00:00,6,590,858,6844,1,0,1,2022-05-07 11:20:23,0,P
344,554,1515244714882224131,1425757082784083970,"Stell dir vor die Schweiz würde anstatt Flugzeuge und all die Milliarden für das Militär,dass Geld in erneuerbare Energie investieren. Anstatt Putin zu finanzieren,dann könnte er das Benzin für die Panzer nicht mehr bezahlen. Die beste Armee der Welt genügt doch!",de,2022-04-16 08:24:26+00:00,3,643,1097,3090,1,0,0,2022-05-07 11:20:23,0,P
345,546,1515348394822221828,1104843140,"@jfuelscher @MarcBrup 🤷‍♀️ Auch das Thema #Luftqualität scheint niemanden nachhaltig zu interessieren… dabei müsste man nun unbedingt genau hier investieren.
Bisher dachte ich übrigens auch, die #Schweiz sei besonders fortschrittlich und wissenschaftsorientiert…🤡

Ja Pustekuchen.",de,2022-04-16 15:16:25+00:00,14,1501,1983,22654,2,0,2,2022-05-07 11:20:23,0,P
346,526,1515580997190000641,2512929031,"Mit rascher Anhebung der #Zinsen bzw der Aufhebung der #Negativverzinsung hätte die #Nationalbank das Mittel in der Hand, eine höhere #Inflation in der #Schweiz zu #verhindern.

Kontinuierliche leichte Aufwertung des CHF ist für CH Wirtschaft weniger schädlich als hohe Inflation.",de,2022-04-17 06:40:42+00:00,8,2135,4998,7852,2,0,0,2022-05-07 11:20:23,0,P
347,501,1515947632505638913,29725776,Wie hoch ist eigentlich die Inflation in der Schweiz?,de,2022-04-18 06:57:35+00:00,10,3868,1787,78862,2,0,6,2022-05-07 11:20:23,0,P
348,500,1515956008513847297,2512929031,"@enussbi @pkuehni @grunliberale Trotzdem hat sich die #Schweiz schneller und besser aus der #Covid-Krise erholt als die #EU.
Auch bezüglich #Verschuldung und #Inflation, und vielem mehr.
Die Nadelstiche sind ein Klacks dagegen. 
#Real ist es offensichtlich kein Nachteil, nicht zu eng an EU gebunden zu sein...",de,2022-04-18 07:30:52+00:00,3,2135,4998,7852,1,0,3,2022-05-07 11:20:23,0,P
349,463,1516377419397144580,1737965389,"@jglpBLBS @wahlforschung0 @Sesselstuermer @jsvpbs @filmgesetznein Wie kann man sich für Dividenden kalifornischer Aktionäre einsetzen &amp; mit dem substantiellen Geldabfluss die Schweizer Volkswirtschaft benachteiligen, anstatt sich für die Schweiz &amp; hiesige Arbeitsplätze einzusetzen? @jglpBLBS ihr seid auf dem Holzweg. #Filmgesetz @filmgesetzja",de,2022-04-19 11:25:24+00:00,5,555,426,2319,0,0,0,2022-05-07 11:20:23,0,P
350,423,1516718329653833731,814970546366611457,"#Inflation in der Schweiz im März: 2,4 Prozent. Einfach mal darüber nachdenken.",de,2022-04-20 10:00:03+00:00,1676,34497,544,9384,288,5,44,2022-05-07 11:20:23,0,P
