,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person
4,1.52011E+18,9.47139E+17,"@marcfriedrich7 Die snb kann so viel intervenieren wie sie will, wenn der Euro weiterhin wackelt und an Wert verliert , schadet die Schweiz...
Sie hätten nie anfangen müssen mit dem CHF base auf 1,20.war nur ne Frage der zeit bis zur Realität!",de,2022-04-29 18:55:40+00:00,6,29,96,362,0,0,2,07/05/2022 11:20,,P
8758,1.38845E+18,1.29066E+18,"They won't invest in something they don't believe in. All the ""protection plans"" in Switzerland ignore aerosols and @BAG_OFSP_UFSP is against FFP2 masks 😶",en,2021-05-01 11:17:11+00:00,10,377,1194,42807,0,0,0,07/05/2022 11:20,,P
8741,1.38905E+18,1054066718,"GDP (trillion$)
🇺🇲US 22.7
🇨🇳China16.6
🇯🇵Japan 5.4
🇩🇪Germany4.3
🇬🇧United Kingdom 3.1

GDP PPP(million$)
🇨🇳China26.7 
🇺🇲US 22.8
🇮🇳India10.2
🇯🇵Japan 5.6
🇩🇪Germany4.7

GDP per capita($)
🇱🇺Luxembourg131,782
🇨🇭Switzerland 94,696
🇮🇪Ireland 94,556
🇳🇴Norway 81,995
🇺🇲US 68,309",en,2021-05-03 02:42:02+00:00,7,8639,6418,10404,3,0,1,07/05/2022 11:20,,P
8737,1.38913E+18,381153354,@BWCHBoss The Swiss cheese model springs to mind. I think we've all worked  where the culture has been to take the easy option and promote the wrong people instead of taking the time to invest in the process of getting the right people who will challenge and advance the status quo,en,2021-05-03 08:28:29+00:00,11,136,256,863,1,0,1,07/05/2022 11:20,,P
8712,1.3897E+18,7.29829E+17,@uncle_deluge theres a huge ticker screen showing GDP stats at the IMF headquarters in a secret vault under the swiss alps and all the immortal vampires get really sad if the numbers dont go up,en,2021-05-04 21:51:57+00:00,5,488,441,4175,0,0,0,07/05/2022 11:20,,P
8701,1.39001E+18,3034943843,"@alain_berset @WHO @BAG_OFSP_UFSP @alain_berset, Switzerland needs urgently to invest in ventilation in all our public indoor settings: HEPA filters, CO2 meters (NDIR). SARS-CoV-2 is an airborne infection.
We CAN'T lose more lives and time with the wrong measures.",en,2021-05-05 18:24:05+00:00,18,2746,3163,8684,4,0,1,07/05/2022 11:20,,P
8690,1.39023E+18,246266372,"@nikhil_palsingh @pashulman In a country like Switzerland with large institutional landlords, housing is mostly a low risk inflation tracking asset in a diversified portfolio. Which is much more aligned with renters interests than with over leveraged small landlords taking decisions based on emotions.",en,2021-05-06 09:07:31+00:00,7,454,1097,3434,0,0,0,07/05/2022 11:20,,P
8685,1.39035E+18,8.94317E+17,"Countries with effective governments have higher GDP growth (Singapore, Switzerland)  

Will virtual worlds that have the best governance (either via community or by founders) experience the same?",en,2021-05-06 17:00:02+00:00,24,68203,3200,6587,3,0,6,07/05/2022 11:20,,P
8663,1.39098E+18,22594706,"According to the Swiss Bank Association and the @SNB_BNS, Swiss banks hold 25% of total global wealth, which is 500% of Swiss GDP (*in 2020 USD values).

YIKES!",en,2021-05-08 10:53:19+00:00,4,20255,734,248684,1,0,0,07/05/2022 11:20,,P
8655,1.39125E+18,179525357,"@rishibagree World Bank data of 2018
Shows expenditure on public health of GDP

India : 3.54%
US : 16.89%, 
UK : 10%
Sweden : 10.9%, 
Switzerland : 11.88%.",en,2021-05-09 04:52:28+00:00,11,6372,1012,41343,1,0,1,07/05/2022 11:20,,P
8651,1.39147E+18,7.97641E+17,"scenario: if you have all the money and circumstances to visit some cool places right now, say paris and switzerland. would you visit the places OR would you invest money in stocks/business to secure your future and might not visit the places ever. asking for a friend ofcourse.",en,2021-05-09 19:13:00+00:00,6,4574,791,8203,1,0,1,07/05/2022 11:20,,P
8642,1.39169E+18,42085266,@19Shadylady @GMB @Ianblackford_MP @susannareid100 @campbellclaret Firstly we do not own any of the debt as that was used for things that do not benefit Scotland.  Ur Bank of England boss admitted on camera that our national wealth is 10x more than our GDP. Just like countries such as Norway and Switzerland we are a very wealthy nation.,en,2021-05-10 09:37:12+00:00,5,1183,462,42162,0,0,0,07/05/2022 11:20,,P
8627,1.392E+18,460288171,"SWISS PREMARKET:

$SMI -0,42%
$SMIM -0,57%

$ABBN +0,2% (broker call)
$CSGN -0,8%
$ROG unch.
$SLHN -1,9% (trading statement)
$UBSG -0,8%

$BKW -2,8% (ex dividend)
$LAND +0,5% (broker calls)
$SOON +0,1% (broker call)
$ROSE +1% (broker call)

Most other shares lower traded so far.",en,2021-05-11 06:05:25+00:00,3,5123,297,21107,0,0,0,07/05/2022 11:20,,P
8617,1.39229E+18,1.08779E+18,"My longest term goal is by the time I'm 35-40 I have a $50m-$100m in net worth and get to retire to a nice village in Switzerland like Zug.

(Obviously run a podcast or something, and invest / trade independently). Long way away though!",en,2021-05-12 01:33:06+00:00,1007,23573,1439,10577,39,4,87,07/05/2022 11:20,,P
8611,1.3924E+18,7.66748E+17,"@DeItaone That is why BOJ needed to do countless interventions on the FOREX market. The Japanese currency is basically worthless, that is why everything there is so expensive even compared to the other developed countries. Switzerland is the same in EU.",en,2021-05-12 08:56:06+00:00,3,195,467,8107,0,0,0,07/05/2022 11:20,,P
8605,1.39248E+18,7.95708E+17,"@LPerez1313 @RMGaustad @Veronicaromm Actually no, the US is not the richest either. It is 5th in GDP per capita behind Luxembourg, Switzerland, Ireland and Norway. But definitely the most selfish and greedy.",en,2021-05-12 14:08:18+00:00,12,1425,1402,22090,1,0,1,07/05/2022 11:20,,P
8593,1.3927E+18,1.35028E+18,@BTC_Archive Run a list of common commodities in trading view. More like 40% inflation this year. Notice how your Swiss cheese is now “thin” and 6.38 oz not 8 oz same price. And OJ half gallon prices higher - but not a half gallon it’s missing nearly 30% of volume. Scam to call inflation 4.2%,en,2021-05-13 04:54:59+00:00,3,4,44,362,0,0,0,07/05/2022 11:20,,P
8581,1.3929E+18,1.36104E+18,@ClementWardzala Want to invest safely without any concern and shady environment? Come to #SwissBorg. Fully regulated from Switzerland!,en,2021-05-13 18:01:53+00:00,5,25,74,348,0,0,0,07/05/2022 11:20,,P
8571,1.3932E+18,1.38822E+18,@3william5chen the banking system is the swiss-army knife of the economy.,en,2021-05-14 13:36:31+00:00,3,5,107,78,0,0,0,07/05/2022 11:20,,P
8568,1.39325E+18,404381400,"@StrongEconomics While the old notes are no longer legal tender, you can always exchange them for new notes at one of the cashier's desks of the @SNB_BNS in Switzerland, which are open for the public.",en,2021-05-14 16:55:58+00:00,3,349,144,7513,0,0,2,07/05/2022 11:20,,P
8560,1.39339E+18,159497169,"@RichardfromSyd1 @ShaunWi96140376 It's the excuse trundled out every time someone criticises conservatives &amp; industry for failing to invest in Australia: labour costs are too high! How does Switzerland have ⬆️ wages, need to import essential goods &amp; STILL be the wealthiest (per head) on the European continent?🤷‍♀️",en,2021-05-15 02:36:53+00:00,10,3543,2075,39425,2,0,1,07/05/2022 11:20,,P
8544,1.39386E+18,346583520,"@taadelodun @NaijaFlyingDr But the different is they don't have developed countries to borrow money from, and no swiss bank to go and hide money, so whatever they earn with corruption stays in the economy. And they all fight it.",en,2021-05-16 09:40:19+00:00,10,117,440,5589,1,0,0,07/05/2022 11:20,,P
8540,1.394E+18,1.39245E+18,@KongBTC Bought…  $ubxt just because diamond future. #Forex $UBXT Swiss Solid Team (which is almost unique now a days) 50% Burn soon. Platform GO Live. Got in early at 6ct. packed roadmap. Upbots all-in-one trading ecosystem. Project in partnership with @SBF_Alameda &amp; @FTX_Official,en,2021-05-16 18:35:01+00:00,4,267,731,2986,1,0,0,07/05/2022 11:20,,P
8533,1.3942E+18,1.13297E+18,"Any day is a good day to save some money in Bitcoin.

But today, is a better day to do that!

Use our Referral Code: REL6937 😎
and pay 0.5% less in fees! 👍

@Relai_ch is the world’s easiest way to ""invest"" save in #Bitcoin - made in Switzerland!🇨🇭",en,2021-05-17 07:44:10+00:00,3,267,804,321,0,0,0,07/05/2022 11:20,,P
8530,1.3942E+18,8.62768E+17,"#Switzerland week ending 14 May 2021 total sight #deposits #CHF 707.8B , previous 705B.
Domestic depos 631.1B vs prev 634.1B.

#SNB letting a bit of stuff roll off, domestic lower despite total rise? 
$CHF",en,2021-05-17 08:04:33+00:00,3,27225,290,49820,1,0,0,07/05/2022 11:20,,P
8526,1.39424E+18,1.29414E+18,#bitcoinclassic #bgh will announce soon an important partnership with one of the top 20 companies in the Swiss Crytpo Valley 🇨🇭🇨🇭  The partnership will benefit #bgh in terms of internationalization and expansion in the  global #digitalasset  #economy  🙏 🤗. Stay tuned....😘,en,2021-05-17 10:30:00+00:00,5,8231,37,56,7,7,1,07/05/2022 11:20,,P
8506,1.39453E+18,460288171,"SWISS PREMARKET:

$SMI +0,63%
$SMIM +0,72%

$ABBN +0,7%
$ROG +1,4% (product news)
$UBSG +0,7%

$SCHP +1,5% (large order)
$SOON +3,7% (earnings)

Most other shares also higher traded within the market.",en,2021-05-18 06:06:16+00:00,3,5123,297,21107,0,0,0,07/05/2022 11:20,,P
8500,1.39465E+18,1.25411E+18,"@BefittingFacts Because I don't want a government which ridicules and demonizes Hindus.
Because I dont want a part of my nations GDP in a Swiss bank account 
Because I don't want numerous terrorist atracks on my nations soil since my government doesn't have the b@lls to retaliate.",en,2021-05-18 13:25:20+00:00,5,81,23,21642,0,0,0,07/05/2022 11:20,,P
8496,1.39472E+18,1.2326E+18,"@Dchibbles1 @KamVTV This is a good one,  reminds me of Switzerland,  last trip in there I took my wife, exchange rate was .90/100.. I thought, not bad.. lol they exchange your wallet in the stores. McD meal, 7US/18Switz. FOLKS BETTER PAY ATTENTION. JOE BIDEN IS RUNNING THIS COUNTRY INTO TGE GROUND",en,2021-05-18 18:14:02+00:00,3,3738,3910,19296,1,0,0,07/05/2022 11:20,,P
8489,1.395E+18,15891734,"@KantKrishna30 Per capita GDP of Switzerland: 81,993.73 USD (2019)
Per capita GDP of USA: 65,297.52 USD (2019)

So according to your non-sensical logic, Switzerland is more powerful Economically than USA.",en,2021-05-19 12:54:13+00:00,13,111,254,5419,0,0,3,07/05/2022 11:20,,P
8476,1.39531E+18,18378349,Swiss 10yr Yield up another +4bps to -0.16% as Europe's economy remains in #Quad2,en,2021-05-20 09:22:36+00:00,25,215722,795,224524,2,0,1,07/05/2022 11:20,,P
8469,1.39545E+18,1.30619E+18,"Can you make Big profits with just a little Cash? Invest in Forex automated Trading let my trading team manage your account for you.
#entrepreneur #money #forextrader #forex #business #trade #investor #invest #millionairemindset #bitcoin #investing #switzerland #makemoney #bingo",en,2021-05-20 19:00:25+00:00,3,1176,958,23473,1,0,0,07/05/2022 11:20,,P
8459,1.39571E+18,402320568,"@williampelton Funny how we never hear about the economic impact/inflation caused by giving $billions to the super rich, like from the tRump tax cut. Guess further enriching the wealthy doesn’t have much economic impact. Except for maybe the Cayman Islands and Switzerland.",en,2021-05-21 12:01:38+00:00,15,4220,4951,110608,1,0,1,07/05/2022 11:20,,P
8451,1.39584E+18,1649128015,"Switzerland's Central Bank, the @SNB_BNS_en, prints francs from nothing, buys dollars, and buys U.S. equities. 

They own $MSTR. 

They'll be buying $BTC next.",en,2021-05-21 20:34:41+00:00,151,162183,2388,22555,9,3,8,07/05/2022 11:20,,P
8445,1.39609E+18,1.30581E+18,"@kashyap_swadha @rishibagree Facts: Indian economy, jobs, livelihoods, social fabric, all stand destroyed after 7 yrs of a stable majority govt.

Facts 2: Inspite of 303 MP's, multiple state govts, not a single MLA MP arrested in last 7 yrs for korruption.

No one knows about kaala dhan, Swiss accounts",en,2021-05-22 13:08:41+00:00,3,568,202,10562,0,0,0,07/05/2022 11:20,,P
8444,1.39611E+18,1.3635E+18,"@drharshvardhan @narendramodi @PMOIndia @BJP4India @JPNadda @AmitShah @MoHFW_INDIA @FinMinIndia @nsitharaman @PIB_India @PIBHindi @smitaprakash @markets @RBIsays @minmsme @nitin_gadkari @gssjodhpur @deepolice12 @AnilSinghvi_ @designsarpanch @GhoshAmitav @htTweets @FinancialXpress With such reserves, #GOI can easily give best health, education &amp; food to all Indian citizens atleast, for the basic minimum, if having high forex reserves is any criteria for a nation to be rich.
Switzerland &amp; Cayman Islands. Any correlation bw Corrupt n tax havens? @aditi_tyagi",en,2021-05-22 14:19:45+00:00,3,8,165,770,1,0,0,07/05/2022 11:20,,P
8439,1.39624E+18,7.63029E+17,Congrats to Switzerland for being this year's obligatory Jury Inflation. #Eurovision,en,2021-05-22 22:52:08+00:00,4,1105,609,85979,0,0,0,07/05/2022 11:20,,P
8438,1.39637E+18,2902899879,"@PAstynome When the EU unilaterally stopped recognizing stock exchange equivalenz with Switzerland effectively forbidding swiss exchanges to trade EU stock, Switzerland retaliated in kind. That is normal diplomacy to defend ones interests. China has done well to retaliate.",en,2021-05-23 07:20:36+00:00,3,785,403,6925,1,0,0,07/05/2022 11:20,,P
8428,1.39661E+18,1.32415E+18,"@txtincorrectqts @karibbi @debpresente @duneprince Swiss banks literally invest in companies that are most responsible for deforestation in Brazil, all wealth of european countries is built on the exploitation and pillage of third world countries. It doesn't matter if it was a colonizing country or not",en,2021-05-23 23:48:25+00:00,4,15,17,248,0,1,1,07/05/2022 11:20,,P
8427,1.39664E+18,165584437,I shift between wanting to look like “classic French girl” and “lesbian soccer mom” but sadly don’t have the money to invest in 2 closets so I just look like a Swiss bisexual,en,2021-05-24 01:32:39+00:00,4,220,453,1997,0,0,0,07/05/2022 11:20,,P
8422,1.39675E+18,28366310,"Comments from SNB's Jordan over the weekend
- Swiss France remains highly valued (reiteration)
- Balance sheet of CHF 1trillion is not a problem and can expand further if needed 

$CHF",en,2021-05-24 08:29:52+00:00,5,144533,63,380720,1,1,0,07/05/2022 11:20,,P
8414,1.39693E+18,1413027896,"Real Central Bank Rates (rate minus inflation)...
Saudi Arabia: -4.3%
Poland: -4.2%
US: -4.1%
Brazil: -3.3%
Canada: -3.2%
Malaysia: -3.0%
Thailand: -2.9%
Chile: -2.8%
Philippines: -2.5%
Eurozone: -2.1%
Mexico: -2.1%
S.Korea: -1.8%
UK: -1.4%
Swiss: -1.1%
Russia: -0.5%
India: -0.3%",en,2021-05-24 20:29:03+00:00,545,392527,120,24420,170,30,25,07/05/2022 11:20,,P
8410,1.39707E+18,340439524,"2 Always return to same place on this: money, money. The International Olympic Committee is a sports business based in Switzerland, technically a not-for-profit. 75% of income is from selling TV rights. TV amounts to about $4B in last full 4-year Olympic cycle. Surely more now.",en,2021-05-25 05:41:31+00:00,26,5072,539,17984,4,0,1,07/05/2022 11:20,,P
8389,1.39736E+18,54345566,@QuickDCapital Japan population declines 1m a year and will fall from 120m to 80 million over next 30 years. The Swiss accept just about ANY immigrant that pays enough tax. And Japan debt to GDP is like 130%.,en,2021-05-26 00:58:14+00:00,13,15689,1878,7895,2,0,2,07/05/2022 11:20,,P
8388,1.39737E+18,463091649,"@tom_swiss @SalvParadise @doctorow You mean they didn't immediately know everything about a completely new virus, in addition to being muzzled by ""but the economy"" politicians?",en,2021-05-26 01:49:44+00:00,21,401,645,28012,0,0,1,07/05/2022 11:20,,P
8386,1.39743E+18,460288171,"SWISS PREMARKET:

$SMI +0,12%
$SMIM +0,10%

$CFR +0,9% (broker call)

Most of the other SMI components on hold so far.

$YPSN -1,9% (earnings, outlook)

Nothing to write home about so far despite this.",en,2021-05-26 06:04:30+00:00,3,5123,297,21107,0,0,1,07/05/2022 11:20,,P
8383,1.39749E+18,1.27685E+18,"@SignorErnesto @micheleboldrin @LucaMezzo @MassimoFamularo Stesso in Svizzera: ""We expect real GDP to grow by 2.7% in 2021 after an estimated decline of 3% in 2020. The economic recovery in Switzerland is likely to be faster than those in regional peer economies, and we expect real GDP to return to pre-crisis levels in early 2022.""",en,2021-05-26 09:50:02+00:00,3,489,169,5332,0,0,0,07/05/2022 11:20,,P
8378,1.39753E+18,8.20681E+17,@BethOsborneT4A @theGreaterMarin @MarketUrbanism @YIMBY_Princeton @Jamesinclair @humantransit @jblumgart @alon_levy We already have a traditional rail network in the Northeast. Why do we have to wait for the rest of the country to catch up before we can go to step 2? Or at least go to step 1.5 and invest in the infrastructure to get ourselves a Swiss-style integrated timetable for the region?,en,2021-05-26 12:14:37+00:00,8,1714,1235,15667,0,0,1,07/05/2022 11:20,,P
8373,1.39756E+18,1.24185E+18,The repercussions on the Swiss economy will be significant: The EU has consistently stated that the renewal of existing agreements and the conclusion of further agreements are dependent on Switzerland signing this agreement.,en,2021-05-26 14:32:30+00:00,3,58,376,50,0,0,1,07/05/2022 11:20,,P
8363,1.39761E+18,1.27835E+18,"@X__Anderson + shilled by Oracle $190B market cap, Deloitte $46.7B in revenue 2020, and SIX digital owned by Swiss Stock Exchange $1.67T market cap. 👀🔥

$qnt",en,2021-05-26 17:45:23+00:00,48,1196,606,2059,6,1,2,07/05/2022 11:20,,P
8351,1.39783E+18,36959762,Tanya Steele @wwf_uk kicks off #NetZeroNature Summit citing Swiss Re report that concluded 55% of GDP is built on high functioning ecosystems and yet around a fifth of economies are deemed to be on the brink of ecosystem collapse.,en,2021-05-27 08:26:14+00:00,11,48428,2629,106629,2,0,1,07/05/2022 11:20,,P
8349,1.39783E+18,264248576,"In today’s world, there is no need to flaunt. Go to Switzerland. They use the latest @MercedesBenz for taxis. Dubai’s Police use @Lamborghini Gone are those days. Live your life and invest for your future. You are not the first person with money  

#FreeLeahSharibu #RenosNuggets",en,2021-05-27 08:35:11+00:00,1318,1455730,26,67947,333,7,37,07/05/2022 11:20,,P
8347,1.39786E+18,4453623507,"Great game vs @CPHFlames 
Got rly economy fucked on overpass and made it rly hard to close it out on the ctside. But played really well on inferno and won it out comfortably.
2-2 in now in swiss stage.
Lets make the full comeback.
#GLWIN",en,2021-05-27 10:32:18+00:00,38,2348,441,1522,1,0,1,07/05/2022 11:20,,P
8340,1.39794E+18,318111039,Personally I wouldn’t sell Xhaka before the EUROs given the possible inflation due to his Switzerland performances. We should be looking to get Teun Koopmeiners as a replacement icl,en,2021-05-27 15:26:53+00:00,8,421,198,53861,0,0,1,07/05/2022 11:20,,P
8339,1.39796E+18,1145042425,"1/ This is obviously sovereignty vs economy all over again.
 
Swiss focus on freedom of movement, “benefit tourism”, pressure on wages &amp; “foreign judges”
 
I think🇨🇭have bad case- EU has been accommodating &amp; numbers don’t add up to problems they pretend. But again, it’s politics.",en,2021-05-27 16:58:26+00:00,15,3376,1260,1817,2,1,1,07/05/2022 11:20,,P
8329,1.39817E+18,555370896,"The Swiss Confederation comprises 26 autonomous cantons, many with economies larger than some smaller EU member states. Switzerland has the World's 18th largest economy and it is the EU's fourth largest export market. Switzerland has just walked away from the Single Market.",en,2021-05-28 06:31:35+00:00,1038,65577,5168,380048,299,10,12,07/05/2022 11:20,,P
8322,1.3982E+18,211106542,@KatharinaBart Not really sure about it on the numbers; Switzerland is a rich country because of chemicals and pharmaceutical manufacturing. Most of the the business of UBS and CS goes into the GDP of the countries where it happens.,en,2021-05-28 08:53:35+00:00,9,29587,1418,173373,0,0,4,07/05/2022 11:20,,P
8321,1.3982E+18,555370896,"🇨🇭 The Republic and Canton of Ticino, which is situated south of the Alpes and has an economy larger than EU member state Malta's, is the only Swiss canton where Italian is the sole official language. Its largest city is Lugano and capital Bellinzona. Locarno is also in Ticino.",en,2021-05-28 08:57:36+00:00,16,65577,5168,380048,3,0,0,07/05/2022 11:20,,P
8319,1.39821E+18,555370896,🇨🇭 GDP per capita PPP of the canton of Basel-Stadt is equivalent to that of Qatar. Geneva to that of Singapore. Zürich to Brunei. Neuchâtel to Ireland. Ticino to the UAE. There are 26 cantons in the Swiss Confederation. Switzerland has just walked away from the Single Market.,en,2021-05-28 09:25:46+00:00,17,65577,5168,380048,4,0,0,07/05/2022 11:20,,P
8306,1.39833E+18,1.30581E+18,"@sdasnora @sanket Just like Modi doesn't do press conferences in 7 yrs to avoid answering on notebandi deaths, pulwama deaths, gst, Rafael, Delhi Feb 2020 riots, covid disaster, jobs, inflation, Rs 25 hike in fuel prices since last year, kaala dhan, Swiss Bank accounts, 100 smart cities 😂",en,2021-05-28 17:35:09+00:00,8,568,202,10562,0,0,0,07/05/2022 11:20,,P
8298,1.39841E+18,8.36721E+17,"@kelvmackenzie @DCBMEP Well done to the Swiss for standing up to the EU bully who were trying to use free movement rules to send some of their growing number of jobless to Switzerland to compete for jobs there. 

Switzerland 🇨🇭 has the 9th highest GDP per capita in the world. It doesn't need the EU.",en,2021-05-28 22:32:24+00:00,3,22361,22987,263925,1,0,1,07/05/2022 11:20,,P
8292,1.39852E+18,155325639,"@RobGilbey Switzerland 🇨🇭 defence budget = 0.68% of GDP
Ireland 🇮🇪 defence budget = 0.27% of GDP

Neutrality is fine. But it has a price. If you don't pay the price, then you are not neutral. You are, de facto, reliant on other forces like a leaf 🍃in the breezes...",en,2021-05-29 05:43:06+00:00,13,1528,5001,15843,6,0,0,07/05/2022 11:20,,P
8286,1.39857E+18,1.33513E+18,"Top 3 most expensive countries to live in (CLI - cost of living index):

Switzerland 🇨🇭 - 131.75
Norway 🇳🇴- 106.09
Iceland 🇮🇸- 96.77

Over 70% of Switzerland's GDP comes from the service sector and the average salary there is at least among the top 3 highest in the world.",en,2021-05-29 09:02:31+00:00,206,583019,13,1207,10,0,3,07/05/2022 11:20,,P
8283,1.39857E+18,381696140,"ICYMI: SNB'S GOVERNOR JORDAN COMMENTS IN INTERVIEW WITH SCHWEIZ AM WOCHENENDE:

- THE FRANC IS HIGHLY VALUED. 
- SWISS INFLATION RISK IS MODERATE.
- SNB MONETARY POLICY IS APPROPRIATE.",en,2021-05-29 09:15:33+00:00,4,151246,53,175502,0,0,0,07/05/2022 11:20,,P
8279,1.39862E+18,1.30581E+18,"@sakshijoshii @amitmalviya can you survive on Twitter without mentioning Paxtan, RaGa, Muzlims, Tool kit (the new buzz word).

Not a single Indian saw you ever talking about jobs, economy, kaala dhan, Swiss Bank accounts, 100 smart cities? Which Indian king made these promises?",en,2021-05-29 12:57:42+00:00,3,568,202,10562,2,0,0,07/05/2022 11:20,,P
8275,1.39867E+18,555370896,🇨🇭 The Swiss economy is 28.4% larger than #6 EU economy Poland's and 71.2% larger than neighbour and #9 EU economy Austria's.,en,2021-05-29 16:06:28+00:00,145,65577,5168,380048,49,2,2,07/05/2022 11:20,,P
8273,1.39869E+18,2825996439,"@VicVA2 With a projected increase in gdp of 8% for the UK &amp; 4%% for the EU, the distinct possibility of a National Front president of France (not to mention the threat of a military takeover) &amp; Switzerland walking out of talks I'm not sure your concern for us is quite justified.",en,2021-05-29 17:05:09+00:00,18,657,893,6749,0,0,0,07/05/2022 11:20,,P
8265,1.39902E+18,1.1614E+18,"China bought 40,2 tonnes of gold from Swiss refineries in April 2021. 
More metal than the previous 14 months combined.

India bought 82,6 tonnes in March' 2021 record high. 56,4 tonnes in April 2021. 

Russia gives green light for National Wealth Fund to invest in gold.

#gold",en,2021-05-30 15:03:56+00:00,4,904,329,5255,1,1,0,07/05/2022 11:20,,P
8262,1.3991E+18,3436506095,"@markessien @DiamondBode Israel has a population of around 8.8m and a gdp of $380billion 

Switzerland has a population of around 8.5m and a gdp of $700billion.

Well managed small states will always do better than a poorly managed large country.

This is one case where size definitely doesn’t matter.",en,2021-05-30 20:24:21+00:00,9,508,806,6507,0,0,1,07/05/2022 11:20,,P
8253,1.39929E+18,4047251667,"@changed_gear It will only mean that very costly medical machines and other Swiss goods will be gathering dust in warehouses instead of being sold to EU countries.  Very detrimenting to the Swiss economy. But sovereignty, he!",en,2021-05-31 09:11:28+00:00,4,16877,17111,189728,0,0,0,07/05/2022 11:20,,P
8252,1.39933E+18,1.32606E+18,"@chxriths GDP is not a measure of poverty. If it was, India would be richer than Switzerland.
GDP per capita is, and on that measure, VNM($2,715) was poorer than SL ($3,850) in 2019.",en,2021-05-31 11:43:17+00:00,8,2613,52,3495,1,1,1,07/05/2022 11:20,,P
8249,1.39934E+18,9.42166E+17,@nntaleb What is for you a solid inflation hedge? Would you recommend a national currency like the Swiss Franc?,en,2021-05-31 12:20:28+00:00,6,22,814,636,0,0,0,07/05/2022 11:20,,P
8244,1.3994E+18,726754154,"@DillonRespects all that gdp is Facebook and Snapchat, what're they going to do, post a story of them waving goodbye as they fly off to switzerland? who's building your jets, actors and musicians? you gonna pay district 3 to build vehicles? where's your oil &amp; food &amp; water coming from, amazon?",en,2021-05-31 16:32:02+00:00,11,3360,270,59226,0,0,5,07/05/2022 11:20,,P
8243,1.39941E+18,270921976,The Swiss bank froze the investment funds in March and is in talks with Mr. Justice's Bluestone Resources Inc. and other borrowers to recoup money to make invest,en,2021-05-31 16:46:54+00:00,15,54119,40285,870621,10,0,1,07/05/2022 11:20,,P
8233,1.39962E+18,381696140,"SWISS GDP QOQ ACTUAL -0.5% (FORECAST -0.4%, PREVIOUS 0.3%) $MACRO",en,2021-06-01 07:00:12+00:00,5,151246,53,175502,1,0,1,07/05/2022 11:20,,P
8230,1.39962E+18,3295423333,SWITZERLAND (Q1) GDP (QOQ) ACTUAL: -0.5% VS 0.3% PREVIOUS; EST. -0.4%,en,2021-06-01 07:02:21+00:00,3,238053,244,93459,2,0,0,07/05/2022 11:20,,P
8229,1.39962E+18,8.65625E+17,SWITZERLAND (Q1) GDP (QOQ) ACTUAL: -0.5% VS 0.3% PREVIOUS; EST. -0.4%,en,2021-06-01 07:02:26+00:00,5,74388,0,86428,0,0,0,07/05/2022 11:20,,P
8222,1.39964E+18,555370896,"World's largest economies:

United States
China
Japan
Germany
United Kingdom 🇬🇧
India
France
Italy
Canada
South Korea
Russia
Australia
Brazil
Spain
Mexico
Indonesia
Netherlands
Switzerland
Saudi Arabia
Turkey
Taiwan
Iran
Poland
Sweden
Belgium
Thailand
Nigeria

IMF Nominal GDP",en,2021-06-01 08:00:00+00:00,25,65577,5168,380048,7,0,2,07/05/2022 11:20,,P
8217,1.39972E+18,1626294277,"GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-06-01 13:12:35+00:00,937,2229323,0,11171,190,38,32,07/05/2022 11:20,,P
8212,1.39974E+18,284966113,"@rolandmcs There are very few similarities between the Swiss and UK economies.  For a start, manufacturing is a much larger part of the Swiss economy. This analysis seems to be, they have banks and we have banks therefore we are the same.",en,2021-06-01 14:49:09+00:00,6,2783,269,63811,1,0,1,07/05/2022 11:20,,P
8194,1.40008E+18,9.46877E+17,"@Johnhar11257509 @DanielaNadj The Swiss have never been members of the EU however they recently voted to retain FoM because not to ""would plunge a healthy economy into recession at an uncertain time and deprive hundreds of thousands of Swiss citizens of their freedom to live and work across Europe.""",en,2021-06-02 13:11:26+00:00,20,5979,6242,7209,10,1,1,07/05/2022 11:20,,P
8192,1.40015E+18,14196792,"@gaborgurbacs 70% Bitcoin and 30% Swiss Franc. BTC as a store of value and CHF to be able to life and sleep well, with minimal inflation.",en,2021-06-02 18:02:28+00:00,5,1945,834,10590,1,0,0,07/05/2022 11:20,,P
8188,1.4002E+18,8.36264E+17,"@Kishlaysharma @AAPUttarakhand Uttarakhand can easily be turned into Switzerland, just need people’s confidence to invest.  Locals need to invest, others need to buy holiday homes.",en,2021-06-02 21:15:36+00:00,3,1531,1119,61873,0,0,0,07/05/2022 11:20,,P
8171,1.40043E+18,1.31936E+18,"@automadcms With a couple of plug-ins (feed, yourls) this solution would be the #Swiss Army Knife of the Web. Incredible #potential here my fellow #investors. #Website #cms #tech #internet #Web #software #investing #invest #opportunity #Epic",en,2021-06-03 12:35:48+00:00,6,11,27,550,3,1,1,07/05/2022 11:20,,P
